cod_mun,cod_dep,Gestion,centro_salud,puesto_de_salud,hospital_basico,hospital_general,instituto_especializado,banco_de_sangre,departamento
10101,1,2016,108,10,9,3,5,1,CHUQUISACA
10101,1,2017,108,9,9,3,6,1,CHUQUISACA
10101,1,2018,109,9,10,3,6,1,CHUQUISACA
10101,1,2019,109,9,10,3,6,2,CHUQUISACA
10101,1,2020,110,9,10,3,6,2,CHUQUISACA
10101,1,2021,110,8,11,3,7,2,CHUQUISACA
10101,1,2022,111,8,11,4,7,2,CHUQUISACA
10101,1,2023,111,8,11,4,7,2,CHUQUISACA
10101,1,2024,112,8,12,4,7,2,CHUQUISACA
10101,1,2025,112,8,12,4,7,3,CHUQUISACA
10101,1,2026,113,7,12,4,8,3,CHUQUISACA
10101,1,2027,113,7,13,4,8,3,CHUQUISACA
10101,1,2028,114,7,13,4,8,3,CHUQUISACA
10101,1,2029,114,7,13,4,8,3,CHUQUISACA
10101,1,2030,114,7,14,4,8,4,CHUQUISACA
10102,1,2016,1,9,0,0,0,0,CHUQUISACA
10102,1,2017,1,9,0,0,0,0,CHUQUISACA
10102,1,2018,1,9,0,0,0,0,CHUQUISACA
10102,1,2019,1,9,0,0,0,0,CHUQUISACA
10102,1,2020,1,9,0,0,0,0,CHUQUISACA
10102,1,2021,1,9,0,0,0,0,CHUQUISACA
10102,1,2022,1,9,0,0,0,0,CHUQUISACA
10102,1,2023,1,9,0,0,0,0,CHUQUISACA
10102,1,2024,1,9,0,0,0,0,CHUQUISACA
10102,1,2025,1,9,0,0,0,0,CHUQUISACA
10102,1,2026,1,9,0,0,0,0,CHUQUISACA
10102,1,2027,1,9,0,0,0,0,CHUQUISACA
10102,1,2028,1,9,0,0,0,0,CHUQUISACA
10102,1,2029,1,9,0,0,0,0,CHUQUISACA
10102,1,2030,1,9,0,0,0,0,CHUQUISACA
10103,1,2016,9,12,0,0,0,0,CHUQUISACA
10103,1,2017,10,12,0,0,0,0,CHUQUISACA
10103,1,2018,10,12,0,0,0,0,CHUQUISACA
10103,1,2019,11,13,0,0,0,0,CHUQUISACA
10103,1,2020,11,13,0,0,0,0,CHUQUISACA
10103,1,2021,12,13,0,0,0,0,CHUQUISACA
10103,1,2022,12,14,0,0,0,0,CHUQUISACA
10103,1,2023,13,14,0,0,0,0,CHUQUISACA
10103,1,2024,13,14,0,0,0,0,CHUQUISACA
10103,1,2025,14,14,0,0,0,0,CHUQUISACA
10103,1,2026,15,15,0,0,0,0,CHUQUISACA
10103,1,2027,15,15,0,0,0,0,CHUQUISACA
10103,1,2028,16,15,0,0,0,0,CHUQUISACA
10103,1,2029,16,16,0,0,0,0,CHUQUISACA
10103,1,2030,17,16,0,0,0,0,CHUQUISACA
10201,1,2016,5,6,0,0,0,0,CHUQUISACA
10201,1,2017,6,5,0,0,0,0,CHUQUISACA
10201,1,2018,6,5,0,0,0,0,CHUQUISACA
10201,1,2019,6,5,0,0,0,0,CHUQUISACA
10201,1,2020,6,5,0,0,0,0,CHUQUISACA
10201,1,2021,7,4,0,0,0,0,CHUQUISACA
10201,1,2022,7,4,0,0,0,0,CHUQUISACA
10201,1,2023,7,4,0,0,0,0,CHUQUISACA
10201,1,2024,7,4,0,0,0,0,CHUQUISACA
10201,1,2025,7,4,0,0,0,0,CHUQUISACA
10201,1,2026,8,3,0,0,0,0,CHUQUISACA
10201,1,2027,8,3,0,0,0,0,CHUQUISACA
10201,1,2028,8,3,0,0,0,0,CHUQUISACA
10201,1,2029,8,3,0,0,0,0,CHUQUISACA
10201,1,2030,8,3,0,0,0,0,CHUQUISACA
10202,1,2016,11,1,0,0,0,0,CHUQUISACA
10202,1,2017,11,1,0,0,0,0,CHUQUISACA
10202,1,2018,12,1,0,0,0,0,CHUQUISACA
10202,1,2019,12,0,0,0,0,0,CHUQUISACA
10202,1,2020,13,0,0,0,0,0,CHUQUISACA
10202,1,2021,13,0,0,0,0,0,CHUQUISACA
10202,1,2022,13,0,0,0,0,0,CHUQUISACA
10202,1,2023,14,0,0,0,0,0,CHUQUISACA
10202,1,2024,14,0,0,0,0,0,CHUQUISACA
10202,1,2025,15,0,0,0,0,0,CHUQUISACA
10202,1,2026,15,0,0,0,0,0,CHUQUISACA
10202,1,2027,16,0,0,0,0,0,CHUQUISACA
10202,1,2028,16,0,0,0,0,0,CHUQUISACA
10202,1,2029,16,0,0,0,0,0,CHUQUISACA
10202,1,2030,17,0,0,0,0,0,CHUQUISACA
10301,1,2016,2,4,0,0,0,0,CHUQUISACA
10301,1,2017,3,3,0,0,0,0,CHUQUISACA
10301,1,2018,3,3,0,0,0,0,CHUQUISACA
10301,1,2019,3,3,0,0,0,0,CHUQUISACA
10301,1,2020,3,3,0,0,0,0,CHUQUISACA
10301,1,2021,4,2,0,0,0,0,CHUQUISACA
10301,1,2022,4,2,0,0,0,0,CHUQUISACA
10301,1,2023,4,2,0,0,0,0,CHUQUISACA
10301,1,2024,4,2,0,0,0,0,CHUQUISACA
10301,1,2025,4,2,0,0,0,0,CHUQUISACA
10301,1,2026,5,1,0,0,0,0,CHUQUISACA
10301,1,2027,5,1,0,0,0,0,CHUQUISACA
10301,1,2028,5,1,0,0,0,0,CHUQUISACA
10301,1,2029,5,1,0,0,0,0,CHUQUISACA
10301,1,2030,5,1,0,0,0,0,CHUQUISACA
10302,1,2016,4,4,0,0,0,0,CHUQUISACA
10302,1,2017,5,4,0,0,0,0,CHUQUISACA
10302,1,2018,5,4,0,0,0,0,CHUQUISACA
10302,1,2019,5,4,0,0,0,0,CHUQUISACA
10302,1,2020,5,4,0,0,0,0,CHUQUISACA
10302,1,2021,5,4,0,0,0,0,CHUQUISACA
10302,1,2022,6,4,0,0,0,0,CHUQUISACA
10302,1,2023,6,4,0,0,0,0,CHUQUISACA
10302,1,2024,6,4,0,0,0,0,CHUQUISACA
10302,1,2025,6,5,0,0,0,0,CHUQUISACA
10302,1,2026,6,5,0,0,0,0,CHUQUISACA
10302,1,2027,7,5,0,0,0,0,CHUQUISACA
10302,1,2028,7,5,0,0,0,0,CHUQUISACA
10302,1,2029,7,5,0,0,0,0,CHUQUISACA
10302,1,2030,7,5,0,0,0,0,CHUQUISACA
10303,1,2016,5,3,0,0,0,0,CHUQUISACA
10303,1,2017,5,3,0,0,0,0,CHUQUISACA
10303,1,2018,5,3,0,0,0,0,CHUQUISACA
10303,1,2019,5,3,0,0,0,0,CHUQUISACA
10303,1,2020,5,3,0,0,0,0,CHUQUISACA
10303,1,2021,5,3,0,0,0,0,CHUQUISACA
10303,1,2022,5,3,0,0,0,0,CHUQUISACA
10303,1,2023,5,3,0,0,0,0,CHUQUISACA
10303,1,2024,5,3,0,0,0,0,CHUQUISACA
10303,1,2025,5,3,0,0,0,0,CHUQUISACA
10303,1,2026,5,3,0,0,0,0,CHUQUISACA
10303,1,2027,5,3,0,0,0,0,CHUQUISACA
10303,1,2028,5,3,0,0,0,0,CHUQUISACA
10303,1,2029,5,3,0,0,0,0,CHUQUISACA
10303,1,2030,5,3,0,0,0,0,CHUQUISACA
10304,1,2016,7,4,0,0,0,0,CHUQUISACA
10304,1,2017,8,3,0,0,0,0,CHUQUISACA
10304,1,2018,8,3,0,0,0,0,CHUQUISACA
10304,1,2019,9,3,0,0,0,0,CHUQUISACA
10304,1,2020,9,3,0,0,0,0,CHUQUISACA
10304,1,2021,9,3,0,0,0,0,CHUQUISACA
10304,1,2022,10,3,0,0,0,0,CHUQUISACA
10304,1,2023,10,3,0,0,0,0,CHUQUISACA
10304,1,2024,10,3,0,0,0,0,CHUQUISACA
10304,1,2025,11,3,0,0,0,0,CHUQUISACA
10304,1,2026,11,3,0,0,0,0,CHUQUISACA
10304,1,2027,11,3,0,0,0,0,CHUQUISACA
10304,1,2028,12,3,0,0,0,0,CHUQUISACA
10304,1,2029,12,3,0,0,0,0,CHUQUISACA
10304,1,2030,12,3,0,0,0,0,CHUQUISACA
10401,1,2016,2,5,1,0,0,0,CHUQUISACA
10401,1,2017,2,5,1,0,0,0,CHUQUISACA
10401,1,2018,2,5,1,0,0,0,CHUQUISACA
10401,1,2019,2,6,1,0,0,0,CHUQUISACA
10401,1,2020,2,6,1,0,0,0,CHUQUISACA
10401,1,2021,1,6,1,0,0,0,CHUQUISACA
10401,1,2022,1,6,1,0,0,0,CHUQUISACA
10401,1,2023,1,7,1,0,0,0,CHUQUISACA
10401,1,2024,1,7,1,0,0,0,CHUQUISACA
10401,1,2025,1,7,1,0,0,0,CHUQUISACA
10401,1,2026,0,8,1,0,0,0,CHUQUISACA
10401,1,2027,0,8,1,0,0,0,CHUQUISACA
10401,1,2028,0,8,1,0,0,0,CHUQUISACA
10401,1,2029,0,8,1,0,0,0,CHUQUISACA
10401,1,2030,0,9,1,0,0,0,CHUQUISACA
10402,1,2016,3,7,0,0,0,0,CHUQUISACA
10402,1,2017,3,7,0,0,0,0,CHUQUISACA
10402,1,2018,3,7,0,0,0,0,CHUQUISACA
10402,1,2019,3,8,0,0,0,0,CHUQUISACA
10402,1,2020,3,8,0,0,0,0,CHUQUISACA
10402,1,2021,3,8,0,0,0,0,CHUQUISACA
10402,1,2022,3,8,0,0,0,0,CHUQUISACA
10402,1,2023,3,8,0,0,0,0,CHUQUISACA
10402,1,2024,3,8,0,0,0,0,CHUQUISACA
10402,1,2025,3,8,0,0,0,0,CHUQUISACA
10402,1,2026,3,8,0,0,0,0,CHUQUISACA
10402,1,2027,3,8,0,0,0,0,CHUQUISACA
10402,1,2028,3,9,0,0,0,0,CHUQUISACA
10402,1,2029,3,9,0,0,0,0,CHUQUISACA
10402,1,2030,3,9,0,0,0,0,CHUQUISACA
10403,1,2016,3,2,0,0,0,0,CHUQUISACA
10403,1,2017,3,2,0,0,0,0,CHUQUISACA
10403,1,2018,3,2,0,0,0,0,CHUQUISACA
10403,1,2019,3,2,0,0,0,0,CHUQUISACA
10403,1,2020,3,2,0,0,0,0,CHUQUISACA
10403,1,2021,3,2,0,0,0,0,CHUQUISACA
10403,1,2022,3,2,0,0,0,0,CHUQUISACA
10403,1,2023,3,2,0,0,0,0,CHUQUISACA
10403,1,2024,3,2,0,0,0,0,CHUQUISACA
10403,1,2025,3,2,0,0,0,0,CHUQUISACA
10403,1,2026,3,2,0,0,0,0,CHUQUISACA
10403,1,2027,3,2,0,0,0,0,CHUQUISACA
10403,1,2028,3,2,0,0,0,0,CHUQUISACA
10403,1,2029,3,2,0,0,0,0,CHUQUISACA
10403,1,2030,3,2,0,0,0,0,CHUQUISACA
10404,1,2016,2,1,0,0,0,0,CHUQUISACA
10404,1,2017,1,2,0,0,0,0,CHUQUISACA
10404,1,2018,1,2,0,0,0,0,CHUQUISACA
10404,1,2019,1,2,0,0,0,0,CHUQUISACA
10404,1,2020,1,2,0,0,0,0,CHUQUISACA
10404,1,2021,0,3,0,0,0,0,CHUQUISACA
10404,1,2022,0,3,0,0,0,0,CHUQUISACA
10404,1,2023,0,3,0,0,0,0,CHUQUISACA
10404,1,2024,0,3,0,0,0,0,CHUQUISACA
10404,1,2025,0,3,0,0,0,0,CHUQUISACA
10404,1,2026,0,4,0,0,0,0,CHUQUISACA
10404,1,2027,0,4,0,0,0,0,CHUQUISACA
10404,1,2028,0,4,0,0,0,0,CHUQUISACA
10404,1,2029,0,4,0,0,0,0,CHUQUISACA
10404,1,2030,0,4,0,0,0,0,CHUQUISACA
10405,1,2016,2,4,0,0,0,0,CHUQUISACA
10405,1,2017,2,4,0,0,0,0,CHUQUISACA
10405,1,2018,2,4,0,0,0,0,CHUQUISACA
10405,1,2019,2,4,0,0,0,0,CHUQUISACA
10405,1,2020,2,4,0,0,0,0,CHUQUISACA
10405,1,2021,2,4,0,0,0,0,CHUQUISACA
10405,1,2022,2,4,0,0,0,0,CHUQUISACA
10405,1,2023,2,4,0,0,0,0,CHUQUISACA
10405,1,2024,2,4,0,0,0,0,CHUQUISACA
10405,1,2025,2,5,0,0,0,0,CHUQUISACA
10405,1,2026,2,5,0,0,0,0,CHUQUISACA
10405,1,2027,2,5,0,0,0,0,CHUQUISACA
10405,1,2028,2,5,0,0,0,0,CHUQUISACA
10405,1,2029,2,5,0,0,0,0,CHUQUISACA
10405,1,2030,2,5,0,0,0,0,CHUQUISACA
10501,1,2016,7,10,1,0,0,0,CHUQUISACA
10501,1,2017,6,10,1,0,0,0,CHUQUISACA
10501,1,2018,6,10,1,0,0,0,CHUQUISACA
10501,1,2019,6,10,1,0,0,0,CHUQUISACA
10501,1,2020,6,10,1,0,0,0,CHUQUISACA
10501,1,2021,6,9,1,0,0,0,CHUQUISACA
10501,1,2022,5,9,1,0,0,0,CHUQUISACA
10501,1,2023,5,9,1,0,0,0,CHUQUISACA
10501,1,2024,5,9,1,0,0,0,CHUQUISACA
10501,1,2025,5,9,1,0,0,0,CHUQUISACA
10501,1,2026,5,9,1,0,0,0,CHUQUISACA
10501,1,2027,4,9,1,0,0,0,CHUQUISACA
10501,1,2028,4,9,1,0,0,0,CHUQUISACA
10501,1,2029,4,9,1,0,0,0,CHUQUISACA
10501,1,2030,4,9,1,0,0,0,CHUQUISACA
10502,1,2016,5,9,0,0,0,0,CHUQUISACA
10502,1,2017,4,9,0,0,0,0,CHUQUISACA
10502,1,2018,4,9,0,0,0,0,CHUQUISACA
10502,1,2019,4,9,0,0,0,0,CHUQUISACA
10502,1,2020,4,9,0,0,0,0,CHUQUISACA
10502,1,2021,3,9,0,0,0,0,CHUQUISACA
10502,1,2022,3,9,0,0,0,0,CHUQUISACA
10502,1,2023,3,9,0,0,0,0,CHUQUISACA
10502,1,2024,3,9,0,0,0,0,CHUQUISACA
10502,1,2025,3,9,0,0,0,0,CHUQUISACA
10502,1,2026,2,9,0,0,0,0,CHUQUISACA
10502,1,2027,2,9,0,0,0,0,CHUQUISACA
10502,1,2028,2,9,0,0,0,0,CHUQUISACA
10502,1,2029,2,9,0,0,0,0,CHUQUISACA
10502,1,2030,2,10,0,0,0,0,CHUQUISACA
10601,1,2016,7,4,0,0,0,0,CHUQUISACA
10601,1,2017,7,4,0,0,0,0,CHUQUISACA
10601,1,2018,7,4,0,0,0,0,CHUQUISACA
10601,1,2019,7,4,0,0,0,0,CHUQUISACA
10601,1,2020,7,3,0,0,0,0,CHUQUISACA
10601,1,2021,8,3,0,0,0,0,CHUQUISACA
10601,1,2022,8,3,0,0,0,0,CHUQUISACA
10601,1,2023,8,3,0,0,0,0,CHUQUISACA
10601,1,2024,8,3,0,0,0,0,CHUQUISACA
10601,1,2025,8,3,0,0,0,0,CHUQUISACA
10601,1,2026,8,3,0,0,0,0,CHUQUISACA
10601,1,2027,8,3,0,0,0,0,CHUQUISACA
10601,1,2028,8,3,0,0,0,0,CHUQUISACA
10601,1,2029,8,2,0,0,0,0,CHUQUISACA
10601,1,2030,9,2,0,0,0,0,CHUQUISACA
10602,1,2016,2,7,0,0,0,0,CHUQUISACA
10602,1,2017,2,7,0,0,0,0,CHUQUISACA
10602,1,2018,2,7,0,0,0,0,CHUQUISACA
10602,1,2019,2,7,0,0,0,0,CHUQUISACA
10602,1,2020,2,7,0,0,0,0,CHUQUISACA
10602,1,2021,2,7,0,0,0,0,CHUQUISACA
10602,1,2022,2,7,0,0,0,0,CHUQUISACA
10602,1,2023,2,7,0,0,0,0,CHUQUISACA
10602,1,2024,2,7,0,0,0,0,CHUQUISACA
10602,1,2025,2,7,0,0,0,0,CHUQUISACA
10602,1,2026,2,7,0,0,0,0,CHUQUISACA
10602,1,2027,2,7,0,0,0,0,CHUQUISACA
10602,1,2028,2,7,0,0,0,0,CHUQUISACA
10602,1,2029,2,7,0,0,0,0,CHUQUISACA
10602,1,2030,2,7,0,0,0,0,CHUQUISACA
10701,1,2016,3,6,1,0,0,0,CHUQUISACA
10701,1,2017,3,7,1,0,0,0,CHUQUISACA
10701,1,2018,3,7,1,0,0,0,CHUQUISACA
10701,1,2019,3,7,1,0,0,0,CHUQUISACA
10701,1,2020,3,7,1,0,0,0,CHUQUISACA
10701,1,2021,3,8,1,0,0,0,CHUQUISACA
10701,1,2022,3,8,1,0,0,0,CHUQUISACA
10701,1,2023,3,8,1,0,0,0,CHUQUISACA
10701,1,2024,3,9,1,0,0,0,CHUQUISACA
10701,1,2025,3,9,1,0,0,0,CHUQUISACA
10701,1,2026,3,9,1,0,0,0,CHUQUISACA
10701,1,2027,3,9,1,0,0,0,CHUQUISACA
10701,1,2028,3,10,1,0,0,0,CHUQUISACA
10701,1,2029,3,10,1,0,0,0,CHUQUISACA
10701,1,2030,3,10,1,0,0,0,CHUQUISACA
10702,1,2016,10,18,0,0,0,0,CHUQUISACA
10702,1,2017,11,18,0,0,0,0,CHUQUISACA
10702,1,2018,11,18,0,0,0,0,CHUQUISACA
10702,1,2019,12,17,0,0,0,0,CHUQUISACA
10702,1,2020,12,17,0,0,0,0,CHUQUISACA
10702,1,2021,13,17,0,0,0,0,CHUQUISACA
10702,1,2022,13,16,0,0,0,0,CHUQUISACA
10702,1,2023,14,16,0,0,0,0,CHUQUISACA
10702,1,2024,14,16,0,0,0,0,CHUQUISACA
10702,1,2025,15,16,0,0,0,0,CHUQUISACA
10702,1,2026,16,15,0,0,0,0,CHUQUISACA
10702,1,2027,16,15,0,0,0,0,CHUQUISACA
10702,1,2028,17,15,0,0,0,0,CHUQUISACA
10702,1,2029,17,14,0,0,0,0,CHUQUISACA
10702,1,2030,18,14,0,0,0,0,CHUQUISACA
10703,1,2016,2,5,0,0,0,0,CHUQUISACA
10703,1,2017,2,4,0,0,0,0,CHUQUISACA
10703,1,2018,2,4,0,0,0,0,CHUQUISACA
10703,1,2019,1,4,0,0,0,0,CHUQUISACA
10703,1,2020,1,3,0,0,0,0,CHUQUISACA
10703,1,2021,1,3,0,0,0,0,CHUQUISACA
10703,1,2022,1,2,0,0,0,0,CHUQUISACA
10703,1,2023,1,2,0,0,0,0,CHUQUISACA
10703,1,2024,1,1,0,0,0,0,CHUQUISACA
10703,1,2025,1,1,0,0,0,0,CHUQUISACA
10703,1,2026,1,1,0,0,0,0,CHUQUISACA
10703,1,2027,1,0,0,0,0,0,CHUQUISACA
10703,1,2028,0,0,0,0,0,0,CHUQUISACA
10703,1,2029,0,0,0,0,0,0,CHUQUISACA
10703,1,2030,0,0,0,0,0,0,CHUQUISACA
10704,1,2016,3,8,0,0,0,0,CHUQUISACA
10704,1,2017,3,8,0,0,0,0,CHUQUISACA
10704,1,2018,3,9,0,0,0,0,CHUQUISACA
10704,1,2019,3,10,0,0,0,0,CHUQUISACA
10704,1,2020,3,10,0,0,0,0,CHUQUISACA
10704,1,2021,4,11,0,0,0,0,CHUQUISACA
10704,1,2022,4,12,0,0,0,0,CHUQUISACA
10704,1,2023,4,12,0,0,0,0,CHUQUISACA
10704,1,2024,4,13,0,0,0,0,CHUQUISACA
10704,1,2025,4,13,0,0,0,0,CHUQUISACA
10704,1,2026,5,14,0,0,0,0,CHUQUISACA
10704,1,2027,5,15,0,0,0,0,CHUQUISACA
10704,1,2028,5,15,0,0,0,0,CHUQUISACA
10704,1,2029,5,16,0,0,0,0,CHUQUISACA
10704,1,2030,6,17,0,0,0,0,CHUQUISACA
10801,1,2016,5,3,0,0,0,0,CHUQUISACA
10801,1,2017,5,3,0,0,0,0,CHUQUISACA
10801,1,2018,5,3,0,0,0,0,CHUQUISACA
10801,1,2019,5,3,0,0,0,0,CHUQUISACA
10801,1,2020,6,2,0,0,0,0,CHUQUISACA
10801,1,2021,6,2,0,0,0,0,CHUQUISACA
10801,1,2022,6,2,0,0,0,0,CHUQUISACA
10801,1,2023,6,2,0,0,0,0,CHUQUISACA
10801,1,2024,6,2,0,0,0,0,CHUQUISACA
10801,1,2025,6,2,0,0,0,0,CHUQUISACA
10801,1,2026,6,2,0,0,0,0,CHUQUISACA
10801,1,2027,6,2,0,0,0,0,CHUQUISACA
10801,1,2028,6,2,0,0,0,0,CHUQUISACA
10801,1,2029,7,1,0,0,0,0,CHUQUISACA
10801,1,2030,7,1,0,0,0,0,CHUQUISACA
10901,1,2016,1,3,0,0,0,0,CHUQUISACA
10901,1,2017,1,3,0,0,0,0,CHUQUISACA
10901,1,2018,1,3,0,0,0,0,CHUQUISACA
10901,1,2019,1,3,0,0,0,0,CHUQUISACA
10901,1,2020,1,3,0,0,0,0,CHUQUISACA
10901,1,2021,1,3,0,0,0,0,CHUQUISACA
10901,1,2022,1,3,0,0,0,0,CHUQUISACA
10901,1,2023,1,3,0,0,0,0,CHUQUISACA
10901,1,2024,1,3,0,0,0,0,CHUQUISACA
10901,1,2025,1,3,0,0,0,0,CHUQUISACA
10901,1,2026,1,3,0,0,0,0,CHUQUISACA
10901,1,2027,1,3,0,0,0,0,CHUQUISACA
10901,1,2028,1,3,0,0,0,0,CHUQUISACA
10901,1,2029,1,3,0,0,0,0,CHUQUISACA
10901,1,2030,1,3,0,0,0,0,CHUQUISACA
10902,1,2016,3,10,0,0,0,0,CHUQUISACA
10902,1,2017,2,11,0,0,0,0,CHUQUISACA
10902,1,2018,2,11,0,0,0,0,CHUQUISACA
10902,1,2019,2,12,0,0,0,0,CHUQUISACA
10902,1,2020,2,12,0,0,0,0,CHUQUISACA
10902,1,2021,1,12,0,0,0,0,CHUQUISACA
10902,1,2022,1,13,0,0,0,0,CHUQUISACA
10902,1,2023,1,13,0,0,0,0,CHUQUISACA
10902,1,2024,1,14,0,0,0,0,CHUQUISACA
10902,1,2025,1,14,0,0,0,0,CHUQUISACA
10902,1,2026,0,14,0,0,0,0,CHUQUISACA
10902,1,2027,0,15,0,0,0,0,CHUQUISACA
10902,1,2028,0,15,0,0,0,0,CHUQUISACA
10902,1,2029,0,16,0,0,0,0,CHUQUISACA
10902,1,2030,0,16,0,0,0,0,CHUQUISACA
10903,1,2016,1,5,0,0,0,0,CHUQUISACA
10903,1,2017,1,5,0,0,0,0,CHUQUISACA
10903,1,2018,1,5,0,0,0,0,CHUQUISACA
10903,1,2019,1,5,0,0,0,0,CHUQUISACA
10903,1,2020,1,5,0,0,0,0,CHUQUISACA
10903,1,2021,1,5,0,0,0,0,CHUQUISACA
10903,1,2022,1,5,0,0,0,0,CHUQUISACA
10903,1,2023,1,5,0,0,0,0,CHUQUISACA
10903,1,2024,1,5,0,0,0,0,CHUQUISACA
10903,1,2025,1,5,0,0,0,0,CHUQUISACA
10903,1,2026,1,5,0,0,0,0,CHUQUISACA
10903,1,2027,1,5,0,0,0,0,CHUQUISACA
10903,1,2028,1,5,0,0,0,0,CHUQUISACA
10903,1,2029,1,5,0,0,0,0,CHUQUISACA
10903,1,2030,1,5,0,0,0,0,CHUQUISACA
11001,1,2016,2,9,0,0,0,0,CHUQUISACA
11001,1,2017,2,10,0,0,0,0,CHUQUISACA
11001,1,2018,1,10,0,0,0,0,CHUQUISACA
11001,1,2019,1,10,0,0,0,0,CHUQUISACA
11001,1,2020,0,10,0,0,0,0,CHUQUISACA
11001,1,2021,0,11,0,0,0,0,CHUQUISACA
11001,1,2022,0,11,0,0,0,0,CHUQUISACA
11001,1,2023,0,11,0,0,0,0,CHUQUISACA
11001,1,2024,0,11,0,0,0,0,CHUQUISACA
11001,1,2025,0,11,0,0,0,0,CHUQUISACA
11001,1,2026,0,12,0,0,0,0,CHUQUISACA
11001,1,2027,0,12,0,0,0,0,CHUQUISACA
11001,1,2028,0,12,0,0,0,0,CHUQUISACA
11001,1,2029,0,12,0,0,0,0,CHUQUISACA
11001,1,2030,0,12,0,0,0,0,CHUQUISACA
11002,1,2016,2,4,0,0,0,0,CHUQUISACA
11002,1,2017,1,4,0,0,0,0,CHUQUISACA
11002,1,2018,1,4,0,0,0,0,CHUQUISACA
11002,1,2019,1,4,0,0,0,0,CHUQUISACA
11002,1,2020,1,4,0,0,0,0,CHUQUISACA
11002,1,2021,1,5,0,0,0,0,CHUQUISACA
11002,1,2022,0,5,0,0,0,0,CHUQUISACA
11002,1,2023,0,5,0,0,0,0,CHUQUISACA
11002,1,2024,0,5,0,0,0,0,CHUQUISACA
11002,1,2025,0,6,0,0,0,0,CHUQUISACA
11002,1,2026,0,6,0,0,0,0,CHUQUISACA
11002,1,2027,0,6,0,0,0,0,CHUQUISACA
11002,1,2028,0,6,0,0,0,0,CHUQUISACA
11002,1,2029,0,6,0,0,0,0,CHUQUISACA
11002,1,2030,0,7,0,0,0,0,CHUQUISACA
11003,1,2016,4,7,0,0,0,0,CHUQUISACA
11003,1,2017,3,7,0,0,0,0,CHUQUISACA
11003,1,2018,3,7,0,0,0,0,CHUQUISACA
11003,1,2019,3,7,0,0,0,0,CHUQUISACA
11003,1,2020,3,7,0,0,0,0,CHUQUISACA
11003,1,2021,3,7,0,0,0,0,CHUQUISACA
11003,1,2022,2,7,0,0,0,0,CHUQUISACA
11003,1,2023,2,7,0,0,0,0,CHUQUISACA
11003,1,2024,2,7,0,0,0,0,CHUQUISACA
11003,1,2025,2,7,0,0,0,0,CHUQUISACA
11003,1,2026,2,7,0,0,0,0,CHUQUISACA
11003,1,2027,2,7,0,0,0,0,CHUQUISACA
11003,1,2028,1,7,0,0,0,0,CHUQUISACA
11003,1,2029,1,7,0,0,0,0,CHUQUISACA
11003,1,2030,1,7,0,0,0,0,CHUQUISACA
20101,2,2016,47,1,11,5,11,0,LA PAZ
20101,2,2017,34,1,9,5,11,0,LA PAZ
20101,2,2018,22,1,8,5,11,0,LA PAZ
20101,2,2019,9,2,6,5,11,0,LA PAZ
20101,2,2020,0,2,4,5,11,0,LA PAZ
20101,2,2021,0,2,3,5,11,0,LA PAZ
20101,2,2022,0,2,1,5,11,0,LA PAZ
20101,2,2023,0,2,0,5,11,0,LA PAZ
20101,2,2024,0,2,0,5,11,0,LA PAZ
20101,2,2025,0,2,0,5,12,0,LA PAZ
20101,2,2026,0,2,0,5,12,0,LA PAZ
20101,2,2027,0,2,0,5,12,0,LA PAZ
20101,2,2028,0,3,0,5,12,0,LA PAZ
20101,2,2029,0,3,0,5,12,0,LA PAZ
20101,2,2030,0,3,0,5,12,0,LA PAZ
20102,2,2016,3,2,0,0,0,0,LA PAZ
20102,2,2017,3,2,0,0,0,0,LA PAZ
20102,2,2018,2,2,0,0,0,0,LA PAZ
20102,2,2019,2,1,0,0,0,0,LA PAZ
20102,2,2020,1,1,0,0,0,0,LA PAZ
20102,2,2021,1,1,0,0,0,0,LA PAZ
20102,2,2022,1,0,0,0,0,0,LA PAZ
20102,2,2023,0,0,0,0,0,0,LA PAZ
20102,2,2024,0,0,0,0,0,0,LA PAZ
20102,2,2025,0,0,0,0,0,0,LA PAZ
20102,2,2026,0,0,0,0,0,0,LA PAZ
20102,2,2027,0,0,0,0,0,0,LA PAZ
20102,2,2028,0,0,0,0,0,0,LA PAZ
20102,2,2029,0,0,0,0,0,0,LA PAZ
20102,2,2030,0,0,0,0,0,0,LA PAZ
20103,2,2016,3,0,0,0,0,0,LA PAZ
20103,2,2017,3,0,0,0,0,0,LA PAZ
20103,2,2018,3,0,0,0,0,0,LA PAZ
20103,2,2019,3,0,0,0,0,0,LA PAZ
20103,2,2020,3,0,0,0,0,0,LA PAZ
20103,2,2021,3,0,0,0,0,0,LA PAZ
20103,2,2022,3,0,0,0,0,0,LA PAZ
20103,2,2023,3,0,0,0,0,0,LA PAZ
20103,2,2024,3,0,0,0,0,0,LA PAZ
20103,2,2025,3,0,0,0,0,0,LA PAZ
20103,2,2026,3,0,0,0,0,0,LA PAZ
20103,2,2027,3,0,0,0,0,0,LA PAZ
20103,2,2028,3,0,0,0,0,0,LA PAZ
20103,2,2029,3,0,0,0,0,0,LA PAZ
20103,2,2030,2,0,0,0,0,0,LA PAZ
20104,2,2016,1,0,0,0,0,0,LA PAZ
20104,2,2017,1,0,0,0,0,0,LA PAZ
20104,2,2018,1,0,0,0,0,0,LA PAZ
