Departamento,Municipio,Año de Gestion,Total Establecimientos De Salud
LA PAZ,LICOMA PAMPA,2010,2
POTOSI,SAN PEDRO DE QUEMES,2010,1
LA PAZ,LURIBAY,2010,9
COCAHBAMBA,MOROCHATA,2010,9
SANTA CRUZ,MINEROS,2010,6
POTOSI,TAHUA,2010,3
COCAHBAMBA,COCAPATA,2010,12
SANTA CRUZ,MONTERO,2010,14
SANTA CRUZ,PORONGO,2010,8
COCAHBAMBA,BOLIVAR,2010,5
COCAHBAMBA,VILLA TUNARI,2010,28
POTOSI,SAN ANTONIO DE ESMORUCO,2010,4
SANTA CRUZ,PORTACHUELO,2010,5
POTOSI,TORO TORO,2010,8
BENI,LORETO,2010,6
LA PAZ,AYO AYO,2010,3
LA PAZ,LA PAZ,2010,150
POTOSI,UNCIA,2010,7
LA PAZ,MECAPACA,2010,7
COCAHBAMBA,TOTORA(CBBA),2010,7
SANTA CRUZ,GENERAL SAAVEDRA,2010,10
COCAHBAMBA,SACABAMBA,2010,5
CHUQUISACA,YOTALA,2010,10
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2010,6
POTOSI,SAN PABLO DE LIPEZ,2010,11
LA PAZ,MAPIRI,2010,4
POTOSI,TUPIZA,2010,49
SANTA CRUZ,FERNANDEZ ALONSO,2010,4
SANTA CRUZ,POSTRER VALLE,2010,3
COCAHBAMBA,MIZQUE,2010,15
LA PAZ,SAPAHAQUI,2010,4
SANTA CRUZ,GUTIERREZ,2010,12
LA PAZ,COLQUIRI,2010,10
LA PAZ,SANTIAGO DE CALLAPA,2010,5
COCAHBAMBA,VINTO,2011,7
COCAHBAMBA,TACOPAYA,2011,7
POTOSI,RAVELO,2011,14
ORURO,CHOQUE COTA,2011,1
POTOSI,SAN ANTONIO DE ESMORUCO,2011,4
POTOSI,PUNA,2011,21
LA PAZ,CAQUIAVIRI,2011,7
POTOSI,CHAQUI,2011,8
LA PAZ,CALACOTO,2011,7
COCAHBAMBA,VILLA RIVERO,2011,4
POTOSI,CHAYANTA,2011,13
ORURO,COIPASA,2011,1
PANDO,PORVENIR,2011,3
CHUQUISACA,ICLA,2011,10
LA PAZ,AUCAPATA,2011,6
LA PAZ,COLQUIRI,2011,10
COCAHBAMBA,SANTIVANES,2011,5
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2011,3
COCAHBAMBA,ARBIETO,2011,5
PANDO,VILLA NUEVA (LOMA ALTA),2011,6
LA PAZ,DESAGUADERO,2011,2
LA PAZ,AYO AYO,2011,3
POTOSI,SAN AGUSTIN,2011,3
CHUQUISACA,LAS CARRERAS,2011,6
ORURO,ANDAMARCA,2011,7
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2011,2
PANDO,SAN LORENZO(PND),2011,5
PANDO,SAN PEDRO(PND),2011,4
COCAHBAMBA,VILLA TUNARI,2011,28
COCAHBAMBA,SIPE SIPE,2011,8
POTOSI,"CAIZA ""D""",2011,11
POTOSI,SACACA,2011,14
COCAHBAMBA,PUERTO VILLARROEL,2011,22
LA PAZ,YANACACHI,2011,4
CHUQUISACA,INCAHUASI,2011,8
CHUQUISACA,ALCALA,2011,3
COCAHBAMBA,ARQUE,2011,9
PANDO,PUERTO RICO,2011,3
POTOSI,SAN PEDRO DE QUEMES,2011,1
ORURO,ANTEQUERA,2011,3
POTOSI,CARIPUYO,2011,7
COCAHBAMBA,SACABA,2011,30
POTOSI,SAN PEDRO DE BUENA VISTA,2011,14
PANDO,PUERTO GONZALO MORENO,2011,8
LA PAZ,COMANCHE,2011,3
COCAHBAMBA,TACACHI,2011,2
POTOSI,BETANZOS,2011,29
LA PAZ,EL ALTO,2011,89
ORURO,EL CHORO,2011,6
COCAHBAMBA,SICAYA,2011,3
LA PAZ,YACO,2011,9
LA PAZ,CAJUATA,2011,5
LA PAZ,COLQUENCHA,2011,4
PANDO,SENA,2011,3
POTOSI,SAN PABLO DE LIPEZ,2011,11
LA PAZ,CALAMARCA,2011,5
LA PAZ,UMALA,2011,7
LA PAZ,CURVA,2011,3
POTOSI,LLALLAGUA,2011,11
POTOSI,VITICHI,2011,13
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2011,6
LA PAZ,VIACHA,2011,12
LA PAZ,WALDO BALLIVIAN,2011,1
POTOSI,POCOATA,2011,16
COCAHBAMBA,CAPINOTA,2011,7
POTOSI,YOCALLA,2011,8
COCAHBAMBA,TIRAQUE (CBBA),2011,13
COCAHBAMBA,ANZALDO,2011,10
CHUQUISACA,EL VILLAR,2011,5
POTOSI,TORO TORO,2011,8
PANDO,BELLA FLOR,2011,6
COCAHBAMBA,SACABAMBA,2011,5
POTOSI,COTAGAITA,2011,37
COCAHBAMBA,SAN BENITO,2011,5
POTOSI,TOMAVE,2011,15
LA PAZ,CHARANA,2011,2
POTOSI,OCURI,2011,13
LA PAZ,CORO CORO,2011,7
COCAHBAMBA,TOTORA(CBBA),2011,7
COCAHBAMBA,TOLATA,2011,2
COCAHBAMBA,ALALAY,2011,6
LA PAZ,BATALLAS,2011,5
POTOSI,MOJINETE,2011,3
LA PAZ,CORIPATA,2011,6
POTOSI,UYUNI,2011,17
ORURO,CORQUE,2011,12
LA PAZ,CHUA COCANI,2011,0
LA PAZ,CHUMA,2011,7
POTOSI,UNCIA,2011,7
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2011,4
CHUQUISACA,CULPINA,2011,12
POTOSI,TUPIZA,2011,49
ORURO,CHALLAPATA,2011,14
ORURO,CARANGAS,2011,1
POTOSI,LLICA,2011,9
ORURO,CRUZ DE MACHACAMARCA,2011,1
COCAHBAMBA,TOCO,2011,4
POTOSI,VILLAZON,2011,19
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2011,22
PANDO,BOLPEBRA,2011,4
COCAHBAMBA,QUILLACOLLO,2011,13
PANDO,FILADELFIA,2011,6
COCAHBAMBA,VILA VILA,2011,5
LA PAZ,COMBAYA,2011,4
ORURO,BELEN DE ANDAMARCA,2011,4
PANDO,INGAVI (HUMAITA),2011,2
POTOSI,TAHUA,2011,3
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2011,4
ORURO,CHIPAYA,2011,2
COCAHBAMBA,TAPACARI,2011,19
CHUQUISACA,AZURDUY,2011,11
LA PAZ,AYATA,2011,5
LA PAZ,CARANAVI,2011,17
ORURO,CURAHUARA DE CARANGAS,2011,4
LA PAZ,COLLANA,2011,3
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2011,4
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2011,2
POTOSI,TACOBAMBA,2011,8
COCAHBAMBA,BOLIVAR,2011,5
POTOSI,CKOCHAS,2011,18
COCAHBAMBA,ARANI,2011,5
POTOSI,POTOSI,2011,38
POTOSI,COLQUECHACA,2011,25
LA PAZ,COPACABANA,2011,3
COCAHBAMBA,TIQUIPAYA,2011,12
COCAHBAMBA,VACAS,2011,7
LA PAZ,CHACARILLA,2011,2
ORURO,CARACOLLO,2011,10
COCAHBAMBA,PUNATA,2011,10
PANDO,COBIJA,2011,20
CHUQUISACA,CAMARGO,2011,9
LA PAZ,COROICO,2011,6
LA PAZ,CATACORA,2011,2
CHUQUISACA,HUACARETA,2011,14
LA PAZ,CAIROMA,2011,10
PANDO,EUREKA (SANTOS MERCADO),2011,2
POTOSI,"COLCHA ""K""",2011,17
POTOSI,TINGUIPAYA,2011,17
COCAHBAMBA,AIQUILE,2011,9
COCAHBAMBA,TARATA,2011,4
POTOSI,PORCO,2011,3
POTOSI,BELEN DE URMIRI,2011,3
COCAHBAMBA,COLCAPIRHUA,2011,6
LA PAZ,PAPEL PAMPA,2011,6
COCAHBAMBA,CLIZA,2011,5
CHUQUISACA,TOMINA,2011,10
LA PAZ,SAN PEDRO DE CURAHUARA,2011,6
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2011,5
COCAHBAMBA,COCHABAMBA,2011,129
LA PAZ,IXIAMAS,2011,8
SANTA CRUZ,SAMAIPATA,2011,5
SANTA CRUZ,CHARAGUA,2011,17
LA PAZ,SORATA,2011,9
SANTA CRUZ,COLPA BELGICA,2011,3
BENI,RURRENABAQUE,2011,7
CHUQUISACA,VILLA CHARCAS,2011,8
ORURO,LA RIVERA,2011,1
SANTA CRUZ,SAIPINA,2011,2
LA PAZ,PALOS BLANCOS,2011,15
SANTA CRUZ,ROBORE,2011,7
ORURO,SALINAS DE GARCI MENDOZA,2011,7
SANTA CRUZ,COMARAPA,2011,8
LA PAZ,PALCA,2011,10
LA PAZ,JESUS DE MACHACA,2011,7
CHUQUISACA,VILLA SERRANO,2011,8
SANTA CRUZ,QUIRUSILLAS,2011,2
SANTA CRUZ,CONCEPCION,2011,5
BENI,RIBERALTA,2011,28
ORURO,MACHACAMARCA,2011,3
SANTA CRUZ,PUERTO SUAREZ,2011,10
COCAHBAMBA,OMEREQUE,2011,5
LA PAZ,IRUPANA (VILLA DE LANZA),2011,10
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2011,13
ORURO,SANTIAGO DE HUARI,2011,7
SANTA CRUZ,SAN CARLOS,2011,6
SANTA CRUZ,ASCENCION DE GUARAYOS,2011,9
SANTA CRUZ,SAN JULIAN,2011,26
ORURO,HUANUNI,2011,9
CHUQUISACA,SUCRE,2011,133
SANTA CRUZ,BOYUIBE,2011,5
ORURO,TURCO,2011,6
LA PAZ,ICHOCA,2011,4
SANTA CRUZ,SAN JUAN DE YAPACANI,2011,6
BENI,SAN IGNACIO,2011,34
LA PAZ,SAN BUENA VENTURA,2011,6
LA PAZ,ALTO BENI,2011,8
LA PAZ,INQUISIVI,2011,10
SANTA CRUZ,BUENA VISTA,2011,10
LA PAZ,PATACAMAYA,2011,4
CHUQUISACA,TARABUCO,2011,11
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2011,10
SANTA CRUZ,SAN JAVIER(STC),2011,1
SANTA CRUZ,CABEZAS,2011,8
ORURO,HUAYLLAMARCA,2011,8
LA PAZ,TACACOMA,2011,4
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2011,2
BENI,SAN BORJA,2011,11
CHUQUISACA,TARVITA,2011,12
SANTA CRUZ,SAN IGNACIO DE VELASCO,2011,22
COCAHBAMBA,PASORAPA,2011,6
SANTA CRUZ,CAMIRI,2011,14
SANTA CRUZ,CARMEN RIVERO TORREZ,2011,5
BENI,SAN ANDRES,2011,10
ORURO,SANTUARIO DE QUILLACAS,2011,3
COCAHBAMBA,ENTRE RIOS CBBA,2011,9
SANTA CRUZ,PUERTO QUIJARRO,2011,8
COCAHBAMBA,MOROCHATA,2011,9
SANTA CRUZ,FERNANDEZ ALONSO,2011,4
LA PAZ,MECAPACA,2011,7
BENI,BAURES,2011,5
SANTA CRUZ,OKINAWA,2011,4
LA PAZ,APOLO,2011,7
LA PAZ,SANTIAGO DE MACHACA,2011,4
SANTA CRUZ,MORO MORO,2011,4
SANTA CRUZ,GENERAL SAAVEDRA,2011,10
ORURO,PAMPA AULLAGAS,2011,3
BENI,LORETO,2011,6
BENI,EXALTACION,2011,4
SANTA CRUZ,MONTERO,2011,14
COCAHBAMBA,COCAPATA,2011,13
COCAHBAMBA,MIZQUE,2011,15
LA PAZ,LURIBAY,2011,9
SANTA CRUZ,MINEROS,2011,6
SANTA CRUZ,GUTIERREZ,2011,12
LA PAZ,MAPIRI,2011,4
SANTA CRUZ,LA GUARDIA,2011,9
LA PAZ,MALLA,2011,4
ORURO,PAZNA,2011,6
BENI,GUAYARAMERIN,2011,22
SANTA CRUZ,MAIRANA,2011,5
BENI,HUARACAJE,2011,2
SANTA CRUZ,LAGUNILLAS,2011,7
LA PAZ,ACHACACHI,2011,18
LA PAZ,LICOMA PAMPA,2011,2
LA PAZ,SICA SICA (VILLA AROMA),2011,10
ORURO,POOPO,2011,5
LA PAZ,SANTIAGO DE CALLAPA,2011,5
SANTA CRUZ,COTOCA,2011,10
LA PAZ,SAN PEDRO DE TIQUINA,2011,4
SANTA CRUZ,CUATRO CANADAS,2011,8
LA PAZ,LA ASUNTA,2011,9
SANTA CRUZ,PUCARA,2011,3
BENI,REYES,2011,7
CHUQUISACA,YAMPARAEZ,2011,9
LA PAZ,ACHOCALLA,2011,3
LA PAZ,NAZACARA DE PACAJES,2011,1
LA PAZ,LA PAZ,2011,148
SANTA CRUZ,POSTRER VALLE,2011,3
SANTA CRUZ,PORTACHUELO,2011,5
SANTA CRUZ,CUEVO,2011,5
ORURO,SABAYA,2011,6
BENI,PUERTO SILES,2011,3
CHUQUISACA,YOTALA,2011,10
ORURO,ORURO,2011,48
LA PAZ,SAPAHAQUI,2011,4
SANTA CRUZ,PORONGO,2011,8
LA PAZ,MOCOMOCO,2011,10
SANTA CRUZ,EL PUENTE(STC),2011,6
LA PAZ,LAJA,2011,8
ORURO,YUNGUYO DE LITORAL,2011,1
CHUQUISACA,ZUDANEZ,2011,6
SANTA CRUZ,EL TORNO,2011,12
SANTA CRUZ,PAMPA GRANDE,2011,5
SANTA CRUZ,PAILON,2011,5
BENI,MAGDALENA,2011,9
SANTA CRUZ,SAN MATIAS,2011,9
LA PAZ,SANTIAGO DE HUATA,2011,3
ORURO,TOTORA(ORR),2011,8
COCAHBAMBA,COLOMI,2011,9
COCAHBAMBA,SHINAOTA,2011,4
LA PAZ,HUARINA,2011,2
BENI,SANTA ROSA,2011,8
SANTA CRUZ,YAPACANI,2011,11
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2011,142
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2011,8
TARIJA,ENTRE RIOS  TRJ,2011,29
TARIJA,URIONDO (A. CONCEPCION),2011,8
LA PAZ,TEOPONTE,2011,6
BENI,SAN RAMON BENI,2011,2
CHUQUISACA,PRESTO,2011,6
POTOSI,ACACIO,2011,6
LA PAZ,PUCARANI,2011,9
TARIJA,VILLA MONTES,2011,24
TARIJA,EL PUENTE(TJA),2011,10
SANTA CRUZ,SAN RAMON SCZ,2011,1
LA PAZ,SAN ANDRES DE MACHACA,2011,5
ORURO,SORACACHI,2011,11
SANTA CRUZ,SANTA ROSA DEL SARA,2011,11
ORURO,HUACHACALLA,2011,1
LA PAZ,PUERTO CARABUCO,2011,11
ORURO,ESMERALDA,2011,1
LA PAZ,QUIME,2011,5
LA PAZ,TIAWANACU,2011,5
COCAHBAMBA,CHIMORE,2011,9
TARIJA,SAN LORENZO(TJA),2011,16
BENI,SANTA ANA,2011,6
CHUQUISACA,PADILLA,2011,8
TARIJA,PADCAYA,2011,26
SANTA CRUZ,URUBICHA,2011,5
SANTA CRUZ,VALLEGRANDE,2011,9
LA PAZ,TARACO,2011,4
LA PAZ,GUAQUI,2011,4
SANTA CRUZ,WARNES,2011,20
SANTA CRUZ,TRIGAL,2011,4
CHUQUISACA,MONTEAGUDO,2011,19
TARIJA,TARIJA,2011,56
ORURO,TODOS SANTOS,2011,1
LA PAZ,GUANAY,2011,6
LA PAZ,PUERTO ACOSTA,2011,5
ORURO,EUCALIPTUS,2011,3
CHUQUISACA,POROMA,2011,18
SANTA CRUZ,SAN RAFAEL,2011,2
CHUQUISACA,MOJOCOYA,2011,8
COCAHBAMBA,POJO (CBBA),2011,9
SANTA CRUZ,SAN MIGUEL DE VELASCO,2011,3
CHUQUISACA,MACHARETI,2011,11
COCAHBAMBA,POCONA,2011,15
TARIJA,YUNCHARA,2011,7
ORURO,ESCARA,2011,1
TARIJA,CARAPARI,2011,17
LA PAZ,PELECHUCO,2011,6
BENI,TRINIDAD,2011,39
SANTA CRUZ,SAN PEDRO,2011,9
TARIJA,YACUIBA,2011,25
CHUQUISACA,SAN LUCAS,2011,28
LA PAZ,TIPUANI,2011,4
POTOSI,ARAMPAMPA,2011,5
LA PAZ,QUIABAYA,2011,1
TARIJA,BERMEJO,2011,13
LA PAZ,HUMANATA,2011,2
LA PAZ,ANCORAIMES,2011,7
POTOSI,ATOCHA,2011,13
LA PAZ,HUATAJATA,2011,0
BENI,SAN JAVIER(BNI),2011,4
CHUQUISACA,SOPACHUY,2011,5
ORURO,TOLEDO,2011,8
BENI,SAN JOAQUIN,2011,3
LA PAZ,PUERTO PEREZ,2011,5
LA PAZ,ESCOMA,2011,2
ORURO,SABAYA,2012,6
TARIJA,PADCAYA,2012,27
LA PAZ,NAZACARA DE PACAJES,2012,1
LA PAZ,CHUMA,2012,7
PANDO,SAN PEDRO(PND),2012,4
LA PAZ,MOCOMOCO,2012,10
TARIJA,BERMEJO,2012,15
COCAHBAMBA,TOCO,2012,4
COCAHBAMBA,ARQUE,2012,9
TARIJA,CARAPARI,2012,17
SANTA CRUZ,CUEVO,2012,5
LA PAZ,CHUA COCANI,2012,0
ORURO,ANDAMARCA,2012,7
ORURO,CARANGAS,2012,1
BENI,PUERTO SILES,2012,3
LA PAZ,ACHACACHI,2012,20
POTOSI,UYUNI,2012,18
BENI,HUARACAJE,2012,2
SANTA CRUZ,EL PUENTE(STC),2012,6
ORURO,TODOS SANTOS,2012,1
ORURO,YUNGUYO DE LITORAL,2012,1
POTOSI,VILLAZON,2012,19
POTOSI,TUPIZA,2012,49
POTOSI,TORO TORO,2012,8
LA PAZ,QUIME,2012,5
LA PAZ,CAJUATA,2012,5
ORURO,POOPO,2012,5
COCAHBAMBA,COLCAPIRHUA,2012,6
POTOSI,UNCIA,2012,7
COCAHBAMBA,TOTORA(CBBA),2012,8
LA PAZ,CALACOTO,2012,7
TARIJA,EL PUENTE(TJA),2012,11
PANDO,SENA,2012,4
COCAHBAMBA,ALALAY,2012,6
ORURO,CHALLAPATA,2012,14
SANTA CRUZ,GENERAL SAAVEDRA,2012,10
ORURO,TOLEDO,2012,8
LA PAZ,PUERTO PEREZ,2012,5
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2012,6
COCAHBAMBA,SACABAMBA,2012,5
SANTA CRUZ,FERNANDEZ ALONSO,2012,4
COCAHBAMBA,MIZQUE,2012,15
LA PAZ,PUERTO CARABUCO,2012,12
SANTA CRUZ,LA GUARDIA,2012,9
SANTA CRUZ,EL TORNO,2012,12
LA PAZ,MECAPACA,2012,7
BENI,SANTA ROSA,2012,8
PANDO,VILLA NUEVA (LOMA ALTA),2012,6
BENI,LORETO,2012,7
LA PAZ,BATALLAS,2012,5
LA PAZ,SANTIAGO DE CALLAPA,2012,5
BENI,TRINIDAD,2012,42
BENI,MAGDALENA,2012,10
SANTA CRUZ,GUTIERREZ,2012,12
TARIJA,ENTRE RIOS  TRJ,2012,29
COCAHBAMBA,SICAYA,2012,3
COCAHBAMBA,TOLATA,2012,2
LA PAZ,MAPIRI,2012,4
BENI,SAN JAVIER(BNI),2012,4
PANDO,SAN LORENZO(PND),2012,6
PANDO,FILADELFIA,2012,6
COCAHBAMBA,ARBIETO,2012,5
SANTA CRUZ,CABEZAS,2012,8
ORURO,SORACACHI,2012,11
BENI,SAN JOAQUIN,2012,3
PANDO,PORVENIR,2012,3
COCAHBAMBA,ARANI,2012,5
BENI,SAN BORJA,2012,12
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2012,2
LA PAZ,QUIABAYA,2012,1
COCAHBAMBA,TARATA,2012,4
SANTA CRUZ,CAMIRI,2012,15
TARIJA,YACUIBA,2012,29
LA PAZ,PAPEL PAMPA,2012,6
SANTA CRUZ,CARMEN RIVERO TORREZ,2012,5
PANDO,EUREKA (SANTOS MERCADO),2012,2
LA PAZ,SAN ANDRES DE MACHACA,2012,5
BENI,SAN ANDRES,2012,13
LA PAZ,SANTIAGO DE HUATA,2012,3
TARIJA,VILLA MONTES,2012,28
LA PAZ,PATACAMAYA,2012,4
LA PAZ,CATACORA,2012,2
LA PAZ,PELECHUCO,2012,6
SANTA CRUZ,ASCENCION DE GUARAYOS,2012,9
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2012,2
ORURO,SANTUARIO DE QUILLACAS,2012,3
LA PAZ,CARANAVI,2012,17
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2012,22
SANTA CRUZ,BOYUIBE,2012,5
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2012,3
COCAHBAMBA,SANTIVANES,2012,5
ORURO,TURCO,2012,6
COCAHBAMBA,TAPACARI,2012,19
LA PAZ,SAN BUENA VENTURA,2012,6
TARIJA,YUNCHARA,2012,7
BENI,SAN IGNACIO,2012,32
COCAHBAMBA,TACOPAYA,2012,7
PANDO,INGAVI (HUMAITA),2012,2
LA PAZ,PUCARANI,2012,9
SANTA CRUZ,BUENA VISTA,2012,11
ORURO,BELEN DE ANDAMARCA,2012,4
ORURO,SANTIAGO DE HUARI,2012,7
LA PAZ,SAN PEDRO DE CURAHUARA,2012,6
PANDO,COBIJA,2012,20
ORURO,ANTEQUERA,2012,3
PANDO,PUERTO RICO,2012,4
LA PAZ,CAIROMA,2012,10
COCAHBAMBA,TIRAQUE (CBBA),2012,13
BENI,RIBERALTA,2012,29
COCAHBAMBA,ANZALDO,2012,11
COCAHBAMBA,ENTRE RIOS CBBA,2012,9
ORURO,TOTORA(ORR),2012,9
TARIJA,TARIJA,2012,56
BENI,SANTA ANA,2012,6
POTOSI,YOCALLA,2012,8
SANTA CRUZ,COTOCA,2012,10
LA PAZ,CALAMARCA,2012,5
LA PAZ,CHARANA,2012,2
SANTA CRUZ,CUATRO CANADAS,2012,8
TARIJA,SAN LORENZO(TJA),2012,16
POTOSI,VITICHI,2012,13
COCAHBAMBA,SIPE SIPE,2012,8
LA PAZ,SAN PEDRO DE TIQUINA,2012,4
SANTA CRUZ,CONCEPCION,2012,5
COCAHBAMBA,SAN BENITO,2012,5
PANDO,BELLA FLOR,2012,6
BENI,SAN RAMON BENI,2012,2
ORURO,CARACOLLO,2012,10
SANTA CRUZ,CHARAGUA,2012,17
COCAHBAMBA,TACACHI,2012,2
LA PAZ,CHACARILLA,2012,2
LA PAZ,CAQUIAVIRI,2012,7
COCAHBAMBA,COCHABAMBA,2012,127
COCAHBAMBA,TIQUIPAYA,2012,12
SANTA CRUZ,COLPA BELGICA,2012,3
TARIJA,URIONDO (A. CONCEPCION),2012,8
BENI,RURRENABAQUE,2012,7
PANDO,PUERTO GONZALO MORENO,2012,8
PANDO,BOLPEBRA,2012,4
COCAHBAMBA,COLOMI,2012,9
LA PAZ,PALOS BLANCOS,2012,15
SANTA CRUZ,COMARAPA,2012,8
LA PAZ,PUERTO ACOSTA,2012,5
LA PAZ,PALCA,2012,10
ORURO,SALINAS DE GARCI MENDOZA,2012,7
BENI,REYES,2012,7
POTOSI,BELEN DE URMIRI,2012,3
COCAHBAMBA,SHINAOTA,2012,5
SANTA CRUZ,LAGUNILLAS,2012,7
SANTA CRUZ,SAN JUAN DE YAPACANI,2012,6
LA PAZ,ICHOCA,2012,4
POTOSI,LLICA,2012,9
SANTA CRUZ,SAN JULIAN,2012,26
LA PAZ,CORO CORO,2012,7
CHUQUISACA,SUCRE,2012,127
ORURO,HUANUNI,2012,9
POTOSI,LLALLAGUA,2012,11
LA PAZ,TARACO,2012,4
LA PAZ,VIACHA,2012,12
LA PAZ,ANCORAIMES,2012,7
SANTA CRUZ,SAN MATIAS,2012,10
CHUQUISACA,EL VILLAR,2012,5
CHUQUISACA,SOPACHUY,2012,5
SANTA CRUZ,SAN MIGUEL DE VELASCO,2012,3
POTOSI,COTAGAITA,2012,37
LA PAZ,HUMANATA,2012,2
COCAHBAMBA,POCONA,2012,15
SANTA CRUZ,SAN PEDRO,2012,9
POTOSI,COLQUECHACA,2012,25
CHUQUISACA,SAN LUCAS,2012,28
LA PAZ,COROICO,2012,6
LA PAZ,HUATAJATA,2012,0
CHUQUISACA,CULPINA,2012,12
ORURO,CRUZ DE MACHACAMARCA,2012,1
COCAHBAMBA,CAPINOTA,2012,7
LA PAZ,INQUISIVI,2012,10
POTOSI,PORCO,2012,4
LA PAZ,COPACABANA,2012,3
CHUQUISACA,TOMINA,2012,10
CHUQUISACA,CAMARGO,2012,9
COCAHBAMBA,CLIZA,2012,5
COCAHBAMBA,QUILLACOLLO,2012,13
SANTA CRUZ,SAN CARLOS,2012,6
LA PAZ,IRUPANA (VILLA DE LANZA),2012,10
COCAHBAMBA,PASORAPA,2012,5
POTOSI,POCOATA,2012,19
LA PAZ,WALDO BALLIVIAN,2012,1
SANTA CRUZ,SAN RAFAEL,2012,2
LA PAZ,AYATA,2012,5
CHUQUISACA,TARVITA,2012,12
ORURO,CORQUE,2012,12
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2012,4
LA PAZ,TACACOMA,2012,4
POTOSI,OCURI,2012,13
SANTA CRUZ,SAN JAVIER(STC),2012,1
ORURO,HUAYLLAMARCA,2012,8
LA PAZ,CORIPATA,2012,6
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2012,10
POTOSI,MOJINETE,2012,3
CHUQUISACA,TARABUCO,2012,11
COCAHBAMBA,VACAS,2012,7
COCAHBAMBA,PUNATA,2012,10
CHUQUISACA,HUACARETA,2012,14
ORURO,HUACHACALLA,2012,1
SANTA CRUZ,WARNES,2012,20
CHUQUISACA,MONTEAGUDO,2012,19
COCAHBAMBA,CHIMORE,2012,10
POTOSI,CARIPUYO,2012,7
LA PAZ,GUANAY,2012,6
CHUQUISACA,INCAHUASI,2012,8
SANTA CRUZ,YAPACANI,2012,14
ORURO,ESMERALDA,2012,1
POTOSI,ACACIO,2012,6
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2012,2
CHUQUISACA,MOJOCOYA,2012,8
ORURO,EL CHORO,2012,6
POTOSI,"CAIZA ""D""",2012,11
LA PAZ,EL ALTO,2012,89
LA PAZ,APOLO,2012,7
LA PAZ,TIPUANI,2012,4
POTOSI,ARAMPAMPA,2012,5
POTOSI,BETANZOS,2012,29
COCAHBAMBA,PUERTO VILLARROEL,2012,22
CHUQUISACA,LAS CARRERAS,2012,6
POTOSI,ATOCHA,2012,14
CHUQUISACA,MACHARETI,2012,11
ORURO,ESCARA,2012,1
LA PAZ,ESCOMA,2012,2
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2012,8
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2012,5
POTOSI,CHAQUI,2012,8
LA PAZ,TIAWANACU,2012,5
SANTA CRUZ,SAN RAMON SCZ,2012,1
POTOSI,"COLCHA ""K""",2012,17
LA PAZ,TEOPONTE,2012,7
LA PAZ,CURVA,2012,3
CHUQUISACA,PRESTO,2012,6
POTOSI,CKOCHAS,2012,18
ORURO,CURAHUARA DE CARANGAS,2012,4
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2012,158
LA PAZ,UMALA,2012,7
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2012,6
SANTA CRUZ,SANTA ROSA DEL SARA,2012,11
SANTA CRUZ,VALLEGRANDE,2012,9
LA PAZ,HUARINA,2012,2
ORURO,EUCALIPTUS,2012,3
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2012,4
SANTA CRUZ,TRIGAL,2012,4
LA PAZ,GUAQUI,2012,4
SANTA CRUZ,URUBICHA,2012,5
POTOSI,CHAYANTA,2012,13
CHUQUISACA,PADILLA,2012,8
LA PAZ,AUCAPATA,2012,6
CHUQUISACA,ICLA,2012,10
COCAHBAMBA,POJO (CBBA),2012,9
LA PAZ,DESAGUADERO,2012,2
CHUQUISACA,POROMA,2012,18
LA PAZ,IXIAMAS,2012,8
SANTA CRUZ,SAN IGNACIO DE VELASCO,2012,22
POTOSI,SAN PABLO DE LIPEZ,2012,11
LA PAZ,SANTIAGO DE MACHACA,2012,4
LA PAZ,LURIBAY,2012,9
POTOSI,SAN ANTONIO DE ESMORUCO,2012,4
LA PAZ,ACHOCALLA,2012,3
LA PAZ,COLLANA,2012,3
COCAHBAMBA,COCAPATA,2012,13
LA PAZ,COLQUIRI,2012,10
