cod.mun,Año,Poblacion Proyectada
10101,2013,265745
10101,2014,270369
10101,2015,275073
10101,2016,279859
10101,2017,284728
10101,2018,289682
10101,2019,294722
10101,2020,299849
10101,2021,305066
10101,2022,310374
10101,2023,315774
10101,2024,321268
10101,2025,326857
10101,2026,332544
10101,2027,338330
10101,2028,344216
10101,2029,350205
10101,2030,356298
10102,2013,9458
10102,2014,9455
10102,2015,9451
10102,2016,9448
10102,2017,9445
10102,2018,9442
10102,2019,9439
10102,2020,9435
10102,2021,9432
10102,2022,9429
10102,2023,9426
10102,2024,9423
10102,2025,9419
10102,2026,9416
10102,2027,9413
10102,2028,9410
10102,2029,9407
10102,2030,9403
10103,2013,17414
10103,2014,17451
10103,2015,17489
10103,2016,17526
10103,2017,17563
10103,2018,17601
10103,2019,17638
10103,2020,17676
10103,2021,17714
10103,2022,17752
10103,2023,17789
10103,2024,17827
10103,2025,17866
10103,2026,17904
10103,2027,17942
10103,2028,17980
10103,2029,18019
10103,2030,18057
10201,2013,10592
10201,2014,10532
10201,2015,10472
10201,2016,10413
10201,2017,10354
10201,2018,10296
10201,2019,10238
10201,2020,10180
10201,2021,10122
10201,2022,10065
10201,2023,10008
10201,2024,9951
10201,2025,9895
10201,2026,9839
10201,2027,9784
10201,2028,9728
10201,2029,9673
10201,2030,9619
10202,2013,14131
10202,2014,14003
10202,2015,13876
10202,2016,13749
10202,2017,13625
10202,2018,13501
10202,2019,13378
10202,2020,13256
10202,2021,13136
10202,2022,13016
10202,2023,12898
10202,2024,12781
10202,2025,12665
10202,2026,12550
10202,2027,12435
10202,2028,12322
10202,2029,12210
10202,2030,12099
10301,2013,11793
10301,2014,12241
10301,2015,12706
10301,2016,13188
10301,2017,13689
10301,2018,14209
10301,2019,14749
10301,2020,15309
10301,2021,15890
10301,2022,16493
10301,2023,17119
10301,2024,17769
10301,2025,18444
10301,2026,19144
10301,2027,19871
10301,2028,20626
10301,2029,21409
10301,2030,22222
10302,2013,12751
10302,2014,13128
10302,2015,13516
10302,2016,13915
10302,2017,14327
10302,2018,14750
10302,2019,15186
10302,2020,15635
10302,2021,16097
10302,2022,16572
10302,2023,17062
10302,2024,17566
10302,2025,18086
10302,2026,18620
10302,2027,19170
10302,2028,19737
10302,2029,20320
10302,2030,20921
10303,2013,8081
10303,2014,8094
10303,2015,8106
10303,2016,8119
10303,2017,8132
10303,2018,8145
10303,2019,8158
10303,2020,8171
10303,2021,8184
10303,2022,8197
10303,2023,8210
10303,2024,8223
10303,2025,8236
10303,2026,8249
10303,2027,8262
10303,2028,8275
10303,2029,8288
10303,2030,8301
10304,2013,7703
10304,2014,7632
10304,2015,7562
10304,2016,7493
10304,2017,7424
10304,2018,7356
10304,2019,7288
10304,2020,7222
10304,2021,7155
10304,2022,7090
10304,2023,7025
10304,2024,6960
10304,2025,6896
10304,2026,6833
10304,2027,6770
10304,2028,6708
10304,2029,6647
10304,2030,6586
10401,2013,10207
10401,2014,10033
10401,2015,9863
10401,2016,9695
10401,2017,9530
10401,2018,9368
10401,2019,9209
10401,2020,9053
10401,2021,8899
10401,2022,8748
10401,2023,8599
10401,2024,8453
10401,2025,8309
10401,2026,8168
10401,2027,8029
10401,2028,7893
10401,2029,7759
10401,2030,7627
10402,2013,8445
10402,2014,8397
10402,2015,8348
10402,2016,8300
10402,2017,8252
10402,2018,8205
10402,2019,8158
10402,2020,8111
10402,2021,8064
10402,2022,8018
10402,2023,7972
10402,2024,7926
10402,2025,7880
10402,2026,7835
10402,2027,7790
10402,2028,7745
10402,2029,7700
10402,2030,7656
10403,2013,7318
10403,2014,7325
10403,2015,7331
10403,2016,7337
10403,2017,7344
10403,2018,7350
10403,2019,7357
10403,2020,7363
10403,2021,7369
10403,2022,7376
10403,2023,7382
10403,2024,7389
10403,2025,7395
10403,2026,7402
10403,2027,7408
10403,2028,7414
10403,2029,7421
10403,2030,7427
10404,2013,4987
10404,2014,5074
10404,2015,5162
10404,2016,5252
10404,2017,5343
10404,2018,5436
10404,2019,5531
10404,2020,5627
10404,2021,5724
10404,2022,5824
10404,2023,5925
10404,2024,6028
10404,2025,6133
10404,2026,6240
10404,2027,6348
10404,2028,6458
10404,2029,6571
10404,2030,6685
10405,2013,4454
10405,2014,4444
10405,2015,4433
10405,2016,4423
10405,2017,4412
10405,2018,4402
10405,2019,4392
10405,2020,4381
10405,2021,4371
10405,2022,4360
10405,2023,4350
10405,2024,4340
10405,2025,4330
10405,2026,4319
10405,2027,4309
10405,2028,4299
10405,2029,4289
10405,2030,4279
10501,2013,24115
10501,2014,23929
10501,2015,23744
10501,2016,23560
10501,2017,23378
10501,2018,23197
10501,2019,23018
10501,2020,22840
10501,2021,22663
10501,2022,22488
10501,2023,22314
10501,2024,22141
10501,2025,21970
10501,2026,21800
10501,2027,21632
10501,2028,21464
10501,2029,21298
10501,2030,21134
10502,2013,8214
10502,2014,8081
10502,2015,7951
10502,2016,7822
10502,2017,7696
10502,2018,7572
10502,2019,7449
10502,2020,7329
10502,2021,7211
10502,2022,7094
10502,2023,6979
10502,2024,6867
10502,2025,6756
10502,2026,6647
10502,2027,6539
10502,2028,6433
10502,2029,6330
10502,2030,6227
10601,2013,16727
10601,2014,16514
10601,2015,16303
10601,2016,16094
10601,2017,15889
10601,2018,15686
10601,2019,15485
10601,2020,15287
10601,2021,15092
10601,2022,14899
10601,2023,14709
10601,2024,14521
10601,2025,14335
10601,2026,14152
10601,2027,13971
10601,2028,13793
10601,2029,13616
10601,2030,13442
10602,2013,10120
10602,2014,10129
10602,2015,10137
10602,2016,10146
10602,2017,10155
10602,2018,10164
10602,2019,10173
10602,2020,10181
10602,2021,10190
10602,2022,10199
10602,2023,10208
10602,2024,10217
10602,2025,10226
10602,2026,10235
10602,2027,10244
10602,2028,10252
10602,2029,10261
10602,2030,10270
10701,2013,15798
10701,2014,15954
10701,2015,16111
10701,2016,16269
10701,2017,16429
10701,2018,16591
10701,2019,16755
10701,2020,16920
10701,2021,17086
10701,2022,17254
10701,2023,17424
10701,2024,17596
10701,2025,17769
10701,2026,17944
10701,2027,18121
10701,2028,18299
10701,2029,18479
10701,2030,18661
10702,2013,32557
10702,2014,32594
10702,2015,32631
10702,2016,32668
10702,2017,32705
10702,2018,32742
10702,2019,32779
10702,2020,32816
10702,2021,32854
10702,2022,32891
10702,2023,32928
10702,2024,32965
10702,2025,33003
10702,2026,33040
10702,2027,33078
10702,2028,33115
10702,2029,33153
10702,2030,33191
10703,2013,13246
10703,2014,13438
10703,2015,13634
10703,2016,13832
10703,2017,14033
10703,2018,14237
10703,2019,14444
10703,2020,14654
10703,2021,14867
10703,2022,15084
10703,2023,15303
10703,2024,15526
10703,2025,15751
10703,2026,15980
10703,2027,16213
10703,2028,16448
10703,2029,16688
10703,2030,16930
10704,2013,16542
10704,2014,16944
10704,2015,17355
10704,2016,17776
10704,2017,18208
10704,2018,18650
10704,2019,19102
10704,2020,19566
10704,2021,20041
10704,2022,20528
10704,2023,21026
10704,2024,21536
10704,2025,22059
10704,2026,22595
10704,2027,23143
10704,2028,23705
10704,2029,24280
10704,2030,24870
10801,2013,11066
10801,2014,10972
10801,2015,10879
10801,2016,10786
10801,2017,10695
10801,2018,10604
10801,2019,10514
10801,2020,10424
10801,2021,10336
10801,2022,10248
10801,2023,10161
10801,2024,10074
10801,2025,9989
10801,2026,9904
10801,2027,9820
10801,2028,9736
10801,2029,9653
10801,2030,9571
10901,2013,3544
10901,2014,3574
10901,2015,3604
10901,2016,3635
10901,2017,3666
10901,2018,3697
10901,2019,3728
10901,2020,3760
10901,2021,3792
10901,2022,3824
10901,2023,3856
10901,2024,3889
10901,2025,3922
10901,2026,3955
10901,2027,3989
10901,2028,4023
10901,2029,4057
10901,2030,4091
10902,2013,17745
10902,2014,17760
10902,2015,17774
10902,2016,17789
10902,2017,17803
10902,2018,17818
10902,2019,17832
10902,2020,17847
10902,2021,17861
10902,2022,17876
10902,2023,17890
10902,2024,17905
10902,2025,17919
10902,2026,17934
10902,2027,17949
10902,2028,17963
10902,2029,17978
10902,2030,17992
10903,2013,4139
10903,2014,4190
10903,2015,4242
10903,2016,4295
10903,2017,4349
10903,2018,4403
10903,2019,4457
10903,2020,4513
10903,2021,4569
10903,2022,4626
10903,2023,4683
10903,2024,4742
10903,2025,4801
10903,2026,4860
10903,2027,4921
10903,2028,4982
10903,2029,5044
10903,2030,5107
11001,2013,9633
11001,2014,9546
11001,2015,9461
11001,2016,9376
11001,2017,9292
11001,2018,9209
11001,2019,9126
11001,2020,9044
11001,2021,8963
11001,2022,8883
11001,2023,8803
11001,2024,8724
11001,2025,8646
11001,2026,8568
11001,2027,8492
11001,2028,8415
11001,2029,8340
11001,2030,8265
11002,2013,2559
11002,2014,2578
11002,2015,2596
11002,2016,2615
11002,2017,2633
11002,2018,2652
11002,2019,2671
11002,2020,2690
11002,2021,2710
11002,2022,2729
11002,2023,2748
11002,2024,2768
11002,2025,2788
11002,2026,2808
11002,2027,2828
11002,2028,2848
11002,2029,2869
11002,2030,2889
11003,2013,7421
11003,2014,7424
11003,2015,7427
11003,2016,7429
11003,2017,7432
11003,2018,7435
11003,2019,7438
11003,2020,7441
11003,2021,7444
11003,2022,7447
11003,2023,7450
11003,2024,7452
11003,2025,7455
11003,2026,7458
11003,2027,7461
11003,2028,7464
11003,2029,7467
11003,2030,7470
20101,2013,764116
20101,2014,761772
20101,2015,759434
20101,2016,757104
20101,2017,754781
20101,2018,752465
20101,2019,750156
20101,2020,747855
20101,2021,745560
20101,2022,743272
20101,2023,740992
20101,2024,738718
20101,2025,736452
20101,2026,734192
20101,2027,731939
20101,2028,729693
20101,2029,727454
20101,2030,725222
20102,2013,16857
20102,2014,17095
20102,2015,17337
20102,2016,17582
20102,2017,17831
20102,2018,18083
20102,2019,18339
20102,2020,18598
20102,2021,18861
20102,2022,19128
20102,2023,19398
20102,2024,19673
20102,2025,19951
20102,2026,20233
20102,2027,20519
20102,2028,20809
20102,2029,21104
20102,2030,21402
20103,2013,16533
20103,2014,16992
20103,2015,17464
20103,2016,17949
20103,2017,18447
20103,2018,18960
20103,2019,19486
20103,2020,20028
20103,2021,20584
20103,2022,21155
20103,2023,21743
20103,2024,22347
20103,2025,22968
20103,2026,23605
20103,2027,24261
20103,2028,24935
20103,2029,25627
20103,2030,26339
20104,2013,22938
20104,2014,23723
20104,2015,24536
20104,2016,25375
20104,2017,26244
20104,2018,27143
20104,2019,28072
20104,2020,29033
20104,2021,30027
20104,2022,31054
20104,2023,32117
20104,2024,33217
20104,2025,34354
20104,2026,35530
20104,2027,36746
20104,2028,38004
20104,2029,39305
20104,2030,40651
20105,2013,868621
20105,2014,889269
20105,2015,910408
20105,2016,932050
20105,2017,954206
20105,2018,976888
20105,2019,1000110
20105,2020,1023884
20105,2021,1048223
20105,2022,1073140
20105,2023,1098650
20105,2024,1124767
20105,2025,1151504
20105,2026,1178876
20105,2027,1206900
20105,2028,1235589
20105,2029,1264961
20105,2030,1295030
20201,2013,46074
20201,2014,46091
20201,2015,46107
20201,2016,46123
20201,2017,46140
20201,2018,46156
20201,2019,46173
20201,2020,46189
20201,2021,46205
20201,2022,46222
20201,2023,46238
20201,2024,46255
20201,2025,46271
20201,2026,46288
20201,2027,46304
20201,2028,46320
20201,2029,46337
20201,2030,46353
20202,2013,12965
20202,2014,12796
20202,2015,12630
20202,2016,12466
20202,2017,12303
20202,2018,12143
20202,2019,11985
20202,2020,11829
20202,2021,11675
20202,2022,11524
20202,2023,11374
20202,2024,11226
20202,2025,11080
20202,2026,10935
20202,2027,10793
20202,2028,10653
20202,2029,10514
20202,2030,10377
20203,2013,4958
20203,2014,4912
20203,2015,4868
20203,2016,4823
20203,2017,4780
20203,2018,4736
20203,2019,4693
20203,2020,4650
20203,2021,4608
20203,2022,4566
20203,2023,4525
20203,2024,4484
20203,2025,4443
20203,2026,4402
20203,2027,4362
20203,2028,4323
20203,2029,4283
20203,2030,4244
20204,2013,7918
20204,2014,7888
20204,2015,7859
20204,2016,7829
20204,2017,7800
20204,2018,7770
20204,2019,7741
20204,2020,7712
20204,2021,7683
20204,2022,7654
20204,2023,7626
20204,2024,7597
20204,2025,7568
20204,2026,7540
20204,2027,7512
20204,2028,7483
20204,2029,7455
20204,2030,7427
20205,2013,8628
20205,2014,8694
20205,2015,8760
20205,2016,8828
20205,2017,8895
20205,2018,8963
20205,2019,9032
20205,2020,9101
20205,2021,9171
20205,2022,9241
20205,2023,9312
20205,2024,9384
20205,2025,9455
20205,2026,9528
20205,2027,9601
20205,2028,9675
20205,2029,9749
20205,2030,9823
20206,2013,4044
20206,2014,4165
20206,2015,4290
20206,2016,4418
20206,2017,4550
20206,2018,4686
20206,2019,4826
20206,2020,4970
20206,2021,5119
20206,2022,5272
20206,2023,5429
20206,2024,5591
20206,2025,5759
20206,2026,5931
20206,2027,6108
20206,2028,6290
20206,2029,6478
20206,2030,6672
20301,2013,10548
20301,2014,10451
20301,2015,10354
20301,2016,10258
20301,2017,10163
20301,2018,10068
20301,2019,9975
20301,2020,9883
20301,2021,9791
20301,2022,9700
20301,2023,9610
20301,2024,9521
20301,2025,9433
20301,2026,9346
20301,2027,9259
20301,2028,9173
20301,2029,9088
20301,2030,9004
20302,2013,14963
20302,2014,15243
20302,2015,15529
20302,2016,15821
20302,2017,16117
20302,2018,16420
20302,2019,16728
20302,2020,17042
20302,2021,17361
20302,2022,17687
20302,2023,18019
20302,2024,18357
20302,2025,18701
20302,2026,19052
20302,2027,19410
20302,2028,19774
20302,2029,20145
20302,2030,20523
20303,2013,9979
20303,2014,10080
20303,2015,10182
20303,2016,10286
20303,2017,10390
20303,2018,10495
20303,2019,10601
20303,2020,10709
20303,2021,10817
20303,2022,10927
20303,2023,11038
20303,2024,11150
20303,2025,11263
20303,2026,11377
20303,2027,11492
20303,2028,11609
20303,2029,11726
20303,2030,11845
20304,2013,3882
20304,2014,3883
20304,2015,3885
20304,2016,3886
20304,2017,3888
20304,2018,3890
20304,2019,3891
20304,2020,3893
20304,2021,3895
20304,2022,3896
20304,2023,3898
20304,2024,3899
20304,2025,3901
20304,2026,3903
20304,2027,3904
20304,2028,3906
20304,2029,3907
20304,2030,3909
20305,2013,3292
20305,2014,3339
20305,2015,3387
20305,2016,3435
20305,2017,3484
20305,2018,3534
20305,2019,3585
20305,2020,3636
20305,2021,3688
20305,2022,3740
20305,2023,3794
20305,2024,3848
20305,2025,3903
20305,2026,3958
20305,2027,4015
20305,2028,4072
20305,2029,4130
20305,2030,4189
20306,2013,5575
20306,2014,6131
20306,2015,6742
20306,2016,7414
20306,2017,8154
20306,2018,8967
20306,2019,9861
20306,2020,10845
20306,2021,11926
20306,2022,13116
20306,2023,14424
20306,2024,15862
20306,2025,17444
20306,2026,19184
20306,2027,21098
20306,2028,23202
20306,2029,25516
20306,2030,28060
20307,2013,665
20307,2014,715
20307,2015,769
20307,2016,827
20307,2017,889
20307,2018,955
20307,2019,1027
20307,2020,1104
20307,2021,1187
20307,2022,1276
20307,2023,1371
20307,2024,1474
20307,2025,1585
20307,2026,1704
20307,2027,1832
20307,2028,1969
20307,2029,2117
20307,2030,2275
20308,2013,7220
20308,2014,7153
20308,2015,7085
20308,2016,7019
20308,2017,6953
20308,2018,6887
20308,2019,6823
20308,2020,6759
20308,2021,6695
20308,2022,6632
20308,2023,6570
20308,2024,6508
20308,2025,6447
20308,2026,6386
20308,2027,6326
20308,2028,6267
20308,2029,6208
20308,2030,6150
20401,2013,11142
20401,2014,10995
20401,2015,10851
20401,2016,10708
20401,2017,10567
20401,2018,10428
20401,2019,10291
20401,2020,10156
20401,2021,10022
20401,2022,9890
20401,2023,9760
20401,2024,9632
20401,2025,9506
20401,2026,9381
20401,2027,9257
20401,2028,9135
20401,2029,9015
20401,2030,8897
20402,2013,15532
20402,2014,15400
20402,2015,15269
20402,2016,15139
20402,2017,15010
20402,2018,14882
20402,2019,14755
20402,2020,14630
20402,2021,14505
20402,2022,14382
20402,2023,14260
20402,2024,14138
20402,2025,14018
20402,2026,13899
20402,2027,13780
20402,2028,13663
20402,2029,13547
20402,2030,13432
20403,2013,14577
20403,2014,14566
20403,2015,14554
20403,2016,14542
20403,2017,14530
20403,2018,14519
20403,2019,14507
20403,2020,14495
20403,2021,14484
20403,2022,14472
20403,2023,14461
20403,2024,14449
20403,2025,14437
20403,2026,14426
20403,2027,14414
20403,2028,14403
20403,2029,14391
20403,2030,14379
20404,2013,5320
20404,2014,5297
20404,2015,5275
20404,2016,5253
20404,2017,5231
20404,2018,5209
20404,2019,5187
20404,2020,5165
20404,2021,5144
20404,2022,5122
20404,2023,5101
20404,2024,5079
20404,2025,5058
20404,2026,5037
20404,2027,5016
20404,2028,4995
20404,2029,4974
20404,2030,4953
20405,2013,7181
20405,2014,7176
20405,2015,7171
20405,2016,7166
20405,2017,7162
20405,2018,7157
20405,2019,7152
20405,2020,7147
20405,2021,7142
20405,2022,7137
20405,2023,7132
20405,2024,7128
20405,2025,7123
20405,2026,7118
20405,2027,7113
20405,2028,7108
20405,2029,7103
20405,2030,7099
20501,2013,11358
20501,2014,11243
20501,2015,11130
20501,2016,11018
20501,2017,10907
20501,2018,10798
20501,2019,10689
20501,2020,10581
20501,2021,10475
20501,2022,10370
20501,2023,10265
20501,2024,10162
20501,2025,10060
20501,2026,9958
20501,2027,9858
20501,2028,9759
20501,2029,9661
20501,2030,9564
20502,2013,8434
20502,2014,8458
20502,2015,8483
20502,2016,8507
20502,2017,8532
20502,2018,8556
20502,2019,8581
20502,2020,8606
20502,2021,8630
20502,2022,8655
20502,2023,8680
20502,2024,8705
20502,2025,8730
20502,2026,8755
20502,2027,8780
20502,2028,8806
20502,2029,8831
20502,2030,8856
20503,2013,5633
20503,2014,5775
20503,2015,5920
20503,2016,6068
20503,2017,6221
20503,2018,6377
20503,2019,6537
20503,2020,6702
20503,2021,6870
20503,2022,7043
20503,2023,7220
20503,2024,7401
20503,2025,7587
20503,2026,7778
20503,2027,7973
20503,2028,8173
20503,2029,8379
20503,2030,8589
20601,2013,23966
20601,2014,24430
20601,2015,24902
20601,2016,25383
20601,2017,25873
20601,2018,26373
20601,2019,26883
20601,2020,27403
20601,2021,27932
20601,2022,28472
20601,2023,29022
20601,2024,29583
20601,2025,30155
20601,2026,30737
20601,2027,31331
20601,2028,31937
20601,2029,32554
20601,2030,33183
20602,2013,15116
20602,2014,15452
20602,2015,15796
20602,2016,16146
20602,2017,16505
20602,2018,16872
20602,2019,17246
20602,2020,17630
20602,2021,18021
20602,2022,18421
20602,2023,18831
20602,2024,19249
20602,2025,19677
20602,2026,20114
20602,2027,20560
20602,2028,21017
20602,2029,21484
20602,2030,21961
20603,2013,8376
20603,2014,8575
20603,2015,8779
20603,2016,8988
20603,2017,9201
20603,2018,9420
20603,2019,9643
20603,2020,9872
20603,2021,10107
20603,2022,10347
20603,2023,10593
20603,2024,10845
20603,2025,11102
20603,2026,11366
20603,2027,11636
20603,2028,11912
20603,2029,12195
20603,2030,12485
20604,2013,2693
20604,2014,2703
20604,2015,2712
20604,2016,2722
20604,2017,2732
20604,2018,2741
20604,2019,2751
20604,2020,2761
20604,2021,2770
20604,2022,2780
20604,2023,2790
20604,2024,2800
20604,2025,2810
20604,2026,2820
20604,2027,2829
20604,2028,2839
20604,2029,2849
20604,2030,2859
20605,2013,3840
20605,2014,3952
20605,2015,4067
20605,2016,4185
20605,2017,4307
20605,2018,4433
20605,2019,4562
20605,2020,4695
20605,2021,4832
20605,2022,4973
20605,2023,5118
20605,2024,5267
20605,2025,5420
20605,2026,5578
20605,2027,5741
20605,2028,5908
20605,2029,6080
20605,2030,6258
20606,2013,10046
20606,2014,10108
20606,2015,10170
20606,2016,10232
20606,2017,10295
20606,2018,10358
20606,2019,10422
20606,2020,10486
20606,2021,10550
20606,2022,10615
20606,2023,10680
20606,2024,10746
20606,2025,10812
20606,2026,10878
20606,2027,10945
20606,2028,11012
20606,2029,11080
20606,2030,11148
20607,2013,14345
20607,2014,14813
20607,2015,15297
20607,2016,15796
20607,2017,16312
20607,2018,16844
20607,2019,17394
20607,2020,17962
20607,2021,18549
20607,2022,19154
20607,2023,19780
20607,2024,20425
20607,2025,21092
20607,2026,21781
20607,2027,22492
20607,2028,23226
20607,2029,23985
20607,2030,24768
20608,2013,9577
20608,2014,9811
20608,2015,10051
20608,2016,10297
20608,2017,10548
20608,2018,10806
20608,2019,11070
20608,2020,11340
20608,2021,11617
20608,2022,11901
20608,2023,12192
20608,2024,12490
20608,2025,12795
20608,2026,13108
20608,2027,13428
20608,2028,13756
20608,2029,14092
20608,2030,14436
20701,2013,21079
20701,2014,21878
20701,2015,22709
20701,2016,23570
20701,2017,24465
20701,2018,25393
20701,2019,26357
20701,2020,27357
20701,2021,28395
20701,2022,29473
20701,2023,30591
20701,2024,31752
20701,2025,32957
20701,2026,34207
20701,2027,35505
20701,2028,36853
20701,2029,38251
20701,2030,39703
20702,2013,6950
20702,2014,7125
20702,2015,7304
20702,2016,7488
20702,2017,7676
20702,2018,7869
20702,2019,8067
20702,2020,8270
20702,2021,8477
20702,2022,8690
20702,2023,8909
20702,2024,9133
20702,2025,9362
20702,2026,9598
20702,2027,9839
20702,2028,10086
20702,2029,10340
20702,2030,10600
20801,2013,84681
20801,2014,88831
20801,2015,93185
20801,2016,97753
20801,2017,102544
20801,2018,107570
20801,2019,112843
20801,2020,118374
20801,2021,124176
20801,2022,130263
20801,2023,136648
20801,2024,143345
20801,2025,150371
20801,2026,157742
20801,2027,165474
20801,2028,173584
20801,2029,182093
20801,2030,191018
20802,2013,7254
20802,2014,7230
20802,2015,7206
20802,2016,7183
20802,2017,7159
20802,2018,7135
20802,2019,7112
20802,2020,7088
20802,2021,7065
20802,2022,7042
20802,2023,7018
20802,2024,6995
20802,2025,6972
20802,2026,6949
20802,2027,6926
20802,2028,6903
20802,2029,6881
20802,2030,6858
20803,2013,12270
20803,2014,12352
20803,2015,12435
20803,2016,12518
20803,2017,12602
20803,2018,12686
20803,2019,12771
20803,2020,12856
20803,2021,12942
20803,2022,13029
20803,2023,13116
20803,2024,13203
20803,2025,13292
20803,2026,13380
20803,2027,13470
20803,2028,13560
20803,2029,13651
20803,2030,13742
20804,2013,7198
20804,2014,7415
20804,2015,7639
20804,2016,7870
20804,2017,8107
20804,2018,8352
20804,2019,8604
20804,2020,8864
20804,2021,9131
20804,2022,9407
20804,2023,9691
20804,2024,9983
20804,2025,10285
20804,2026,10595
20804,2027,10915
20804,2028,11244
20804,2029,11584
20804,2030,11934
20805,2013,6131
20805,2014,6118
20805,2015,6104
20805,2016,6091
20805,2017,6077
20805,2018,6064
20805,2019,6051
20805,2020,6037
20805,2021,6024
20805,2022,6011
20805,2023,5997
20805,2024,5984
20805,2025,5971
20805,2026,5958
20805,2027,5945
20805,2028,5931
20805,2029,5918
20805,2030,5905
20806,2013,15209
20806,2014,15381
20806,2015,15555
20806,2016,15731
20806,2017,15909
20806,2018,16089
20806,2019,16272
20806,2020,16456
20806,2021,16642
20806,2022,16830
20806,2023,17021
20806,2024,17213
20806,2025,17408
20806,2026,17605
20806,2027,17804
20806,2028,18006
20806,2029,18210
20806,2030,18416
20807,2013,6667
20807,2014,6732
20807,2015,6797
20807,2016,6863
20807,2017,6930
20807,2018,6997
20807,2019,7065
20807,2020,7134
20807,2021,7203
20807,2022,7273
20807,2023,7343
20807,2024,7415
20807,2025,7487
20807,2026,7559
20807,2027,7633
20807,2028,7707
20807,2029,7782
20807,2030,7857
20901,2013,11350
20901,2014,11566
20901,2015,11785
20901,2016,12009
20901,2017,12237
20901,2018,12469
20901,2019,12706
20901,2020,12947
20901,2021,13193
20901,2022,13443
20901,2023,13698
20901,2024,13958
20901,2025,14223
20901,2026,14493
20901,2027,14768
20901,2028,15048
20901,2029,15334
20901,2030,15625
20902,2013,12548
20902,2014,12612
20902,2015,12676
20902,2016,12741
20902,2017,12806
20902,2018,12871
20902,2019,12937
20902,2020,13003
20902,2021,13069
20902,2022,13136
20902,2023,13203
20902,2024,13270
20902,2025,13338
20902,2026,13406
20902,2027,13474
20902,2028,13543
20902,2029,13612
20902,2030,13681
20903,2013,7268
20903,2014,7221
20903,2015,7174
20903,2016,7127
20903,2017,7081
20903,2018,7035
20903,2019,6990
20903,2020,6944
20903,2021,6899
20903,2022,6855
20903,2023,6810
20903,2024,6766
20903,2025,6722
20903,2026,6679
20903,2027,6636
20903,2028,6593
20903,2029,6550
20903,2030,6507
20904,2013,5331
20904,2014,5487
20904,2015,5647
20904,2016,5812
20904,2017,5982
20904,2018,6157
20904,2019,6337
20904,2020,6522
20904,2021,6713
20904,2022,6909
20904,2023,7111
20904,2024,7319
20904,2025,7532
20904,2026,7753
20904,2027,7979
20904,2028,8212
20904,2029,8452
20904,2030,8699
20905,2013,11357
20905,2014,11358
20905,2015,11360
20905,2016,11361
20905,2017,11363
20905,2018,11364
20905,2019,11366
20905,2020,11367
20905,2021,11369
20905,2022,11370
20905,2023,11372
20905,2024,11373
20905,2025,11375
20905,2026,11376
20905,2027,11378
20905,2028,11379
20905,2029,11381
20905,2030,11382
21001,2013,14596
21001,2014,14475
21001,2015,14356
21001,2016,14237
21001,2017,14120
21001,2018,14003
21001,2019,13888
21001,2020,13773
21001,2021,13660
21001,2022,13547
21001,2023,13435
21001,2024,13324
21001,2025,13215
21001,2026,13106
21001,2027,12997
21001,2028,12890
21001,2029,12784
21001,2030,12678
21002,2013,8354
21002,2014,8443
21002,2015,8532
21002,2016,8623
21002,2017,8714
21002,2018,8807
21002,2019,8901
21002,2020,8995
21002,2021,9091
21002,2022,9187
21002,2023,9285
21002,2024,9383
21002,2025,9483
21002,2026,9584
21002,2027,9686
21002,2028,9788
21002,2029,9892
21002,2030,9998
21003,2013,10737
21003,2014,11023
21003,2015,11317
21003,2016,11618
21003,2017,11928
21003,2018,12246
21003,2019,12572
21003,2020,12907
21003,2021,13251
21003,2022,13604
21003,2023,13967
21003,2024,14339
21003,2025,14721
21003,2026,15113
21003,2027,15516
21003,2028,15929
21003,2029,16354
21003,2030,16790
21004,2013,19737
21004,2014,19855
21004,2015,19973
21004,2016,20092
21004,2017,20212
21004,2018,20333
21004,2019,20454
21004,2020,20576
21004,2021,20699
21004,2022,20822
21004,2023,20946
21004,2024,21071
21004,2025,21197
21004,2026,21323
21004,2027,21450
21004,2028,21578
21004,2029,21707
21004,2030,21837
21005,2013,8016
21005,2014,8120
21005,2015,8226
21005,2016,8333
21005,2017,8441
21005,2018,8551
21005,2019,8662
21005,2020,8775
21005,2021,8889
21005,2022,9005
21005,2023,9122
21005,2024,9241
21005,2025,9361
21005,2026,9483
21005,2027,9606
21005,2028,9731
21005,2029,9858
21005,2030,9986
21006,2013,5828
21006,2014,6189
21006,2015,6573
21006,2016,6981
21006,2017,7413
21006,2018,7873
21006,2019,8361
21006,2020,8879
21006,2021,9430
21006,2022,10014
21006,2023,10635
21006,2024,11294
21006,2025,11994
21006,2026,12738
21006,2027,13527
21006,2028,14366
21006,2029,15256
21006,2030,16202
21101,2013,18300
21101,2014,18790
21101,2015,19292
21101,2016,19808
21101,2017,20338
21101,2018,20883
21101,2019,21441
21101,2020,22015
21101,2021,22604
21101,2022,23209
21101,2023,23830
21101,2024,24467
21101,2025,25122
21101,2026,25794
21101,2027,26484
21101,2028,27193
21101,2029,27921
21101,2030,28668
21102,2013,17919
21102,2014,18586
21102,2015,19277
21102,2016,19995
21102,2017,20739
21102,2018,21510
21102,2019,22311
21102,2020,23141
21102,2021,24002
21102,2022,24895
21102,2023,25822
21102,2024,26783
21102,2025,27779
21102,2026,28813
21102,2027,29885
21102,2028,30997
21102,2029,32151
21102,2030,33347
21103,2013,6656
21103,2014,6901
21103,2015,7155
21103,2016,7418
