cod.mun,Año,Poblacion Proyectada
70403,2030,106198
70404,2013,9196
70404,2014,9202
70404,2015,9207
70404,2016,9212
70404,2017,9218
70404,2018,9223
70404,2019,9229
70404,2020,9234
70404,2021,9239
70404,2022,9245
70404,2023,9250
70404,2024,9256
70404,2025,9261
70404,2026,9266
70404,2027,9272
70404,2028,9277
70404,2029,9283
70404,2030,9288
70501,2013,30354
70501,2014,31858
70501,2015,33436
70501,2016,35092
70501,2017,36830
70501,2018,38654
70501,2019,40568
70501,2020,42577
70501,2021,44686
70501,2022,46899
70501,2023,49222
70501,2024,51660
70501,2025,54218
70501,2026,56903
70501,2027,59722
70501,2028,62680
70501,2029,65784
70501,2030,69042
70502,2013,38823
70502,2014,39805
70502,2015,40811
70502,2016,41843
70502,2017,42901
70502,2018,43986
70502,2019,45098
70502,2020,46238
70502,2021,47407
70502,2022,48605
70502,2023,49834
70502,2024,51094
70502,2025,52386
70502,2026,53710
70502,2027,55068
70502,2028,56461
70502,2029,57888
70502,2030,59352
70503,2013,15677
70503,2014,15714
70503,2015,15750
70503,2016,15786
70503,2017,15823
70503,2018,15860
70503,2019,15896
70503,2020,15933
70503,2021,15970
70503,2022,16007
70503,2023,16044
70503,2024,16081
70503,2025,16119
70503,2026,16156
70503,2027,16193
70503,2028,16231
70503,2029,16269
70503,2030,16306
70601,2013,18023
70601,2014,18161
70601,2015,18301
70601,2016,18441
70601,2017,18583
70601,2018,18726
70601,2019,18870
70601,2020,19015
70601,2021,19161
70601,2022,19309
70601,2023,19457
70601,2024,19607
70601,2025,19757
70601,2026,19909
70601,2027,20062
70601,2028,20217
70601,2029,20372
70601,2030,20529
70602,2013,19636
70602,2014,20064
70602,2015,20501
70602,2016,20947
70602,2017,21404
70602,2018,21870
70602,2019,22347
70602,2020,22834
70602,2021,23331
70602,2022,23840
70602,2023,24359
70602,2024,24890
70602,2025,25432
70602,2026,25986
70602,2027,26552
70602,2028,27131
70602,2029,27722
70602,2030,28326
70603,2013,6051
70603,2014,6033
70603,2015,6015
70603,2016,5998
70603,2017,5980
70603,2018,5962
70603,2019,5945
70603,2020,5927
70603,2021,5910
70603,2022,5892
70603,2023,5875
70603,2024,5858
70603,2025,5840
70603,2026,5823
70603,2027,5806
70603,2028,5789
70603,2029,5772
70603,2030,5755
70701,2013,5373
70701,2014,5381
70701,2015,5388
70701,2016,5396
70701,2017,5403
70701,2018,5411
70701,2019,5418
70701,2020,5426
70701,2021,5434
70701,2022,5441
70701,2023,5449
70701,2024,5456
70701,2025,5464
70701,2026,5471
70701,2027,5479
70701,2028,5487
70701,2029,5494
70701,2030,5502
70702,2013,32978
70702,2014,33789
70702,2015,34621
70702,2016,35472
70702,2017,36345
70702,2018,37239
70702,2019,38156
70702,2020,39094
70702,2021,40056
70702,2022,41042
70702,2023,42052
70702,2024,43086
70702,2025,44146
70702,2026,45233
70702,2027,46346
70702,2028,47486
70702,2029,48654
70702,2030,49851
70703,2013,26835
70703,2014,27243
70703,2015,27657
70703,2016,28077
70703,2017,28503
70703,2018,28936
70703,2019,29375
70703,2020,29821
70703,2021,30274
70703,2022,30734
70703,2023,31200
70703,2024,31674
70703,2025,32155
70703,2026,32643
70703,2027,33139
70703,2028,33642
70703,2029,34153
70703,2030,34672
70704,2013,5230
70704,2014,5414
70704,2015,5604
70704,2016,5801
70704,2017,6005
70704,2018,6216
70704,2019,6435
70704,2020,6661
70704,2021,6895
70704,2022,7138
70704,2023,7389
70704,2024,7649
70704,2025,7918
70704,2026,8196
70704,2027,8484
70704,2028,8782
70704,2029,9091
70704,2030,9411
70705,2013,12354
70705,2014,12436
70705,2015,12519
70705,2016,12602
70705,2017,12686
70705,2018,12770
70705,2019,12855
70705,2020,12940
70705,2021,13026
70705,2022,13112
70705,2023,13199
70705,2024,13287
70705,2025,13375
70705,2026,13464
70705,2027,13553
70705,2028,13643
70705,2029,13734
70705,2030,13825
70706,2013,34112
70706,2014,34389
70706,2015,34668
70706,2016,34949
70706,2017,35233
70706,2018,35518
70706,2019,35806
70706,2020,36097
70706,2021,36390
70706,2022,36685
70706,2023,36982
70706,2024,37282
70706,2025,37584
70706,2026,37889
70706,2027,38197
70706,2028,38506
70706,2029,38819
70706,2030,39133
70707,2013,5193
70707,2014,5300
70707,2015,5410
70707,2016,5523
70707,2017,5637
70707,2018,5754
70707,2019,5874
70707,2020,5996
70707,2021,6120
70707,2022,6247
70707,2023,6377
70707,2024,6509
70707,2025,6644
70707,2026,6782
70707,2027,6923
70707,2028,7066
70707,2029,7213
70707,2030,7363
70801,2013,17241
70801,2014,17275
70801,2015,17309
70801,2016,17342
70801,2017,17376
70801,2018,17410
70801,2019,17444
70801,2020,17477
70801,2021,17511
70801,2022,17545
70801,2023,17580
70801,2024,17614
70801,2025,17648
70801,2026,17682
70801,2027,17717
70801,2028,17751
70801,2029,17786
70801,2030,17820
70802,2013,2135
70802,2014,2135
70802,2015,2136
70802,2016,2136
70802,2017,2136
70802,2018,2136
70802,2019,2136
70802,2020,2136
70802,2021,2137
70802,2022,2137
70802,2023,2137
70802,2024,2137
70802,2025,2137
70802,2026,2138
70802,2027,2138
70802,2028,2138
70802,2029,2138
70802,2030,2138
70803,2013,2719
70803,2014,2671
70803,2015,2624
70803,2016,2579
70803,2017,2533
70803,2018,2489
70803,2019,2446
70803,2020,2403
70803,2021,2361
70803,2022,2320
70803,2023,2279
70803,2024,2239
70803,2025,2200
70803,2026,2162
70803,2027,2124
70803,2028,2087
70803,2029,2050
70803,2030,2014
70804,2013,2377
70804,2014,2363
70804,2015,2350
70804,2016,2337
70804,2017,2324
70804,2018,2311
70804,2019,2298
70804,2020,2285
70804,2021,2272
70804,2022,2259
70804,2023,2247
70804,2024,2234
70804,2025,2222
70804,2026,2209
70804,2027,2197
70804,2028,2184
70804,2029,2172
70804,2030,2160
70805,2013,2038
70805,2014,2001
70805,2015,1964
70805,2016,1928
70805,2017,1893
70805,2018,1859
70805,2019,1825
70805,2020,1791
70805,2021,1759
70805,2022,1726
70805,2023,1695
70805,2024,1664
70805,2025,1633
70805,2026,1604
70805,2027,1574
70805,2028,1546
70805,2029,1517
70805,2030,1490
70901,2013,10540
70901,2014,10608
70901,2015,10677
70901,2016,10746
70901,2017,10815
70901,2018,10885
70901,2019,10956
70901,2020,11027
70901,2021,11098
70901,2022,11170
70901,2023,11242
70901,2024,11315
70901,2025,11388
70901,2026,11462
70901,2027,11536
70901,2028,11611
70901,2029,11686
70901,2030,11762
70902,2013,9319
70902,2014,9442
70902,2015,9567
70902,2016,9693
70902,2017,9821
70902,2018,9951
70902,2019,10082
70902,2020,10215
70902,2021,10350
70902,2022,10487
70902,2023,10625
70902,2024,10765
70902,2025,10907
70902,2026,11051
70902,2027,11197
70902,2028,11345
70902,2029,11494
70902,2030,11646
70903,2013,10425
70903,2014,10678
70903,2015,10938
70903,2016,11204
70903,2017,11477
70903,2018,11756
70903,2019,12042
70903,2020,12335
70903,2021,12636
70903,2022,12943
70903,2023,13258
70903,2024,13581
70903,2025,13911
70903,2026,14250
70903,2027,14597
70903,2028,14952
70903,2029,15316
70903,2030,15688
70904,2013,3099
70904,2014,3207
70904,2015,3318
70904,2016,3434
70904,2017,3553
70904,2018,3677
70904,2019,3805
70904,2020,3937
70904,2021,4074
70904,2022,4216
70904,2023,4362
70904,2024,4514
70904,2025,4671
70904,2026,4833
70904,2027,5001
70904,2028,5175
70904,2029,5355
70904,2030,5542
71001,2013,112544
71001,2014,115654
71001,2015,118850
71001,2016,122135
71001,2017,125510
71001,2018,128978
71001,2019,132542
71001,2020,136205
71001,2021,139969
71001,2022,143836
71001,2023,147811
71001,2024,151896
71001,2025,156093
71001,2026,160407
71001,2027,164839
71001,2028,169394
71001,2029,174075
71001,2030,178886
71002,2013,14012
71002,2014,13819
71002,2015,13628
71002,2016,13439
71002,2017,13253
71002,2018,13070
71002,2019,12889
71002,2020,12711
71002,2021,12535
71002,2022,12362
71002,2023,12191
71002,2024,12022
71002,2025,11856
71002,2026,11692
71002,2027,11530
71002,2028,11371
71002,2029,11214
71002,2030,11059
71003,2013,23579
71003,2014,23912
71003,2015,24250
71003,2016,24593
71003,2017,24940
71003,2018,25292
71003,2019,25649
71003,2020,26012
71003,2021,26379
71003,2022,26752
71003,2023,27130
71003,2024,27513
71003,2025,27901
71003,2026,28295
71003,2027,28695
71003,2028,29100
71003,2029,29511
71003,2030,29928
71004,2013,15502
71004,2014,15897
71004,2015,16301
71004,2016,16716
71004,2017,17142
71004,2018,17579
71004,2019,18026
71004,2020,18485
71004,2021,18956
71004,2022,19438
71004,2023,19933
71004,2024,20441
71004,2025,20961
71004,2026,21495
71004,2027,22042
71004,2028,22604
71004,2029,23179
71004,2030,23769
71005,2013,19556
71005,2014,20020
71005,2015,20494
71005,2016,20980
71005,2017,21478
71005,2018,21987
71005,2019,22508
71005,2020,23042
71005,2021,23588
71005,2022,24147
71005,2023,24720
71005,2024,25306
71005,2025,25906
71005,2026,26520
71005,2027,27149
71005,2028,27793
71005,2029,28452
71005,2030,29126
71101,2013,19233
71101,2014,19676
71101,2015,20129
71101,2016,20593
71101,2017,21067
71101,2018,21552
71101,2019,22048
71101,2020,22556
71101,2021,23076
71101,2022,23607
71101,2023,24151
71101,2024,24707
71101,2025,25276
71101,2026,25858
71101,2027,26453
71101,2028,27063
71101,2029,27686
71101,2030,28323
71102,2013,13845
71102,2014,14074
71102,2015,14307
71102,2016,14543
71102,2017,14784
71102,2018,15028
71102,2019,15276
71102,2020,15529
71102,2021,15786
71102,2022,16046
71102,2023,16312
71102,2024,16581
71102,2025,16855
71102,2026,17134
71102,2027,17417
71102,2028,17705
71102,2029,17998
71102,2030,18295
71103,2013,7677
71103,2014,7869
71103,2015,8066
71103,2016,8267
71103,2017,8474
71103,2018,8685
71103,2019,8903
71103,2020,9125
71103,2021,9353
71103,2022,9587
71103,2023,9826
71103,2024,10072
71103,2025,10323
71103,2026,10581
71103,2027,10846
71103,2028,11117
71103,2029,11395
71103,2030,11679
71104,2013,48349
71104,2014,49301
71104,2015,50271
71104,2016,51261
71104,2017,52270
71104,2018,53298
71104,2019,54347
71104,2020,55417
71104,2021,56508
71104,2022,57620
71104,2023,58754
71104,2024,59911
71104,2025,61090
71104,2026,62292
71104,2027,63518
71104,2028,64768
71104,2029,66043
71104,2030,67343
71105,2013,6498
71105,2014,6515
71105,2015,6532
71105,2016,6549
71105,2017,6567
71105,2018,6584
71105,2019,6601
71105,2020,6618
71105,2021,6636
71105,2022,6653
71105,2023,6671
71105,2024,6688
71105,2025,6706
71105,2026,6723
71105,2027,6741
71105,2028,6759
71105,2029,6776
71105,2030,6794
71106,2013,23380
71106,2014,23927
71106,2015,24486
71106,2016,25059
71106,2017,25646
71106,2018,26246
71106,2019,26860
71106,2020,27488
71106,2021,28131
71106,2022,28789
71106,2023,29463
71106,2024,30152
71106,2025,30858
71106,2026,31580
71106,2027,32319
71106,2028,33075
71106,2029,33849
71106,2030,34641
71201,2013,14601
71201,2014,14733
71201,2015,14867
71201,2016,15001
71201,2017,15137
71201,2018,15274
71201,2019,15413
71201,2020,15552
71201,2021,15693
71201,2022,15835
71201,2023,15979
71201,2024,16123
71201,2025,16269
71201,2026,16417
71201,2027,16565
71201,2028,16715
71201,2029,16867
71201,2030,17019
71301,2013,16036
71301,2014,16154
71301,2015,16273
71301,2016,16392
71301,2017,16513
71301,2018,16634
71301,2019,16756
71301,2020,16879
71301,2021,17003
71301,2022,17128
71301,2023,17254
71301,2024,17381
71301,2025,17509
71301,2026,17637
71301,2027,17767
71301,2028,17898
71301,2029,18029
71301,2030,18162
71302,2013,7603
71302,2014,7822
71302,2015,8047
71302,2016,8279
71302,2017,8518
71302,2018,8763
71302,2019,9016
71302,2020,9275
71302,2021,9543
71302,2022,9818
71302,2023,10101
71302,2024,10392
71302,2025,10691
71302,2026,10999
71302,2027,11316
71302,2028,11642
71302,2029,11977
71302,2030,12323
71401,2013,20298
71401,2014,20778
71401,2015,21270
71401,2016,21773
71401,2017,22288
71401,2018,22816
71401,2019,23356
71401,2020,23908
71401,2021,24474
71401,2022,25053
71401,2023,25646
71401,2024,26252
71401,2025,26874
71401,2026,27509
71401,2027,28160
71401,2028,28827
71401,2029,29509
71401,2030,30207
71402,2013,17039
71402,2014,17427
71402,2015,17824
71402,2016,18230
71402,2017,18646
71402,2018,19071
71402,2019,19505
71402,2020,19950
71402,2021,20404
71402,2022,20869
71402,2023,21345
71402,2024,21831
71402,2025,22329
71402,2026,22838
71402,2027,23358
71402,2028,23890
71402,2029,24435
71402,2030,24992
71403,2013,6489
71403,2014,6639
71403,2015,6792
71403,2016,6949
71403,2017,7110
71403,2018,7274
71403,2019,7442
71403,2020,7614
71403,2021,7790
71403,2022,7970
71403,2023,8155
71403,2024,8343
71403,2025,8536
71403,2026,8733
71403,2027,8935
71403,2028,9142
71403,2029,9353
71403,2030,9570
71501,2013,28196
71501,2014,29368
71501,2015,30589
71501,2016,31861
71501,2017,33186
71501,2018,34565
71501,2019,36003
71501,2020,37500
71501,2021,39059
71501,2022,40683
71501,2023,42374
71501,2024,44136
71501,2025,45971
71501,2026,47883
71501,2027,49874
71501,2028,51947
71501,2029,54107
71501,2030,56357
71502,2013,7129
71502,2014,7234
71502,2015,7340
71502,2016,7448
71502,2017,7557
71502,2018,7668
71502,2019,7780
71502,2020,7895
71502,2021,8010
71502,2022,8128
71502,2023,8247
71502,2024,8368
71502,2025,8491
71502,2026,8616
71502,2027,8742
71502,2028,8871
71502,2029,9001
71502,2030,9133
71503,2013,14836
71503,2014,15495
71503,2015,16183
71503,2016,16902
71503,2017,17653
71503,2018,18437
71503,2019,19256
71503,2020,20111
71503,2021,21005
71503,2022,21938
71503,2023,22912
71503,2024,23930
71503,2025,24993
71503,2026,26103
71503,2027,27263
71503,2028,28474
71503,2029,29738
71503,2030,31059
80101,2013,109329
80101,2014,112133
80101,2015,115008
80101,2016,117957
80101,2017,120982
80101,2018,124084
80101,2019,127266
80101,2020,130529
80101,2021,133876
80101,2022,137309
80101,2023,140830
80101,2024,144441
80101,2025,148145
80101,2026,151944
80101,2027,155840
80101,2028,159836
80101,2029,163935
80101,2030,168138
80102,2013,5594
80102,2014,5930
80102,2015,6287
80102,2016,6665
80102,2017,7065
80102,2018,7490
80102,2019,7940
80102,2020,8417
80102,2021,8923
80102,2022,9459
80102,2023,10028
80102,2024,10631
80102,2025,11270
80102,2026,11947
80102,2027,12665
80102,2028,13426
80102,2029,14233
80102,2030,15088
80201,2013,90280
80201,2014,91556
80201,2015,92850
80201,2016,94162
80201,2017,95493
80201,2018,96843
80201,2019,98212
80201,2020,99600
80201,2021,101007
80201,2022,102435
80201,2023,103883
80201,2024,105351
80201,2025,106840
80201,2026,108350
80201,2027,109881
80201,2028,111434
80201,2029,113009
80201,2030,114606
80202,2013,41938
80202,2014,42063
80202,2015,42188
80202,2016,42313
80202,2017,42439
80202,2018,42565
80202,2019,42692
80202,2020,42818
80202,2021,42946
80202,2022,43073
80202,2023,43201
80202,2024,43330
80202,2025,43458
80202,2026,43587
80202,2027,43717
80202,2028,43847
80202,2029,43977
80202,2030,44108
80301,2013,13452
80301,2014,13661
80301,2015,13874
80301,2016,14089
80301,2017,14308
80301,2018,14531
80301,2019,14757
80301,2020,14986
80301,2021,15219
80301,2022,15456
80301,2023,15696
80301,2024,15940
80301,2025,16188
80301,2026,16440
80301,2027,16695
80301,2028,16955
80301,2029,17219
80301,2030,17486
80302,2013,41496
80302,2014,42137
80302,2015,42788
80302,2016,43449
80302,2017,44121
80302,2018,44803
80302,2019,45495
80302,2020,46198
80302,2021,46912
80302,2022,47637
80302,2023,48374
80302,2024,49121
80302,2025,49880
80302,2026,50651
80302,2027,51434
80302,2028,52229
80302,2029,53036
80302,2030,53856
80303,2013,9520
80303,2014,9563
80303,2015,9605
80303,2016,9648
80303,2017,9691
80303,2018,9734
80303,2019,9778
80303,2020,9821
80303,2021,9865
80303,2022,9909
80303,2023,9953
80303,2024,9998
80303,2025,10042
80303,2026,10087
80303,2027,10132
80303,2028,10177
80303,2029,10222
80303,2030,10268
80304,2013,19776
80304,2014,20375
80304,2015,20993
80304,2016,21629
80304,2017,22284
80304,2018,22959
80304,2019,23654
80304,2020,24371
80304,2021,25109
80304,2022,25869
80304,2023,26653
80304,2024,27460
80304,2025,28292
80304,2026,29149
80304,2027,30032
80304,2028,30942
80304,2029,31879
80304,2030,32844
80401,2013,18117
80401,2014,17800
80401,2015,17489
80401,2016,17183
80401,2017,16883
80401,2018,16588
80401,2019,16298
80401,2020,16013
80401,2021,15733
80401,2022,15459
80401,2023,15188
80401,2024,14923
80401,2025,14662
80401,2026,14406
80401,2027,14154
80401,2028,13907
80401,2029,13664
80401,2030,13425
80402,2013,6340
80402,2014,6317
80402,2015,6295
80402,2016,6273
80402,2017,6251
80402,2018,6229
80402,2019,6207
80402,2020,6185
80402,2021,6163
80402,2022,6142
80402,2023,6120
80402,2024,6098
80402,2025,6077
80402,2026,6056
80402,2027,6034
80402,2028,6013
80402,2029,5992
80402,2030,5971
80501,2013,21170
80501,2014,21226
80501,2015,21282
80501,2016,21339
80501,2017,21395
80501,2018,21452
80501,2019,21509
80501,2020,21566
80501,2021,21623
80501,2022,21680
80501,2023,21738
80501,2024,21795
80501,2025,21853
80501,2026,21911
80501,2027,21969
80501,2028,22027
80501,2029,22086
80501,2030,22144
80601,2013,3825
80601,2014,3822
80601,2015,3820
80601,2016,3817
80601,2017,3814
80601,2018,3812
80601,2019,3809
80601,2020,3806
80601,2021,3803
80601,2022,3801
80601,2023,3798
80601,2024,3795
80601,2025,3792
80601,2026,3790
80601,2027,3787
80601,2028,3784
80601,2029,3781
80601,2030,3779
80602,2013,12688
80602,2014,12875
80602,2015,13065
80602,2016,13258
80602,2017,13454
80602,2018,13653
80602,2019,13854
80602,2020,14059
80602,2021,14267
80602,2022,14477
80602,2023,14691
80602,2024,14908
80602,2025,15128
80602,2026,15352
80602,2027,15579
80602,2028,15809
80602,2029,16042
80602,2030,16279
80701,2013,7064
80701,2014,7214
80701,2015,7367
80701,2016,7523
80701,2017,7683
80701,2018,7846
80701,2019,8013
80701,2020,8183
80701,2021,8357
80701,2022,8534
80701,2023,8715
80701,2024,8900
80701,2025,9089
80701,2026,9282
80701,2027,9479
80701,2028,9680
80701,2029,9886
80701,2030,10096
80702,2013,4876
80702,2014,4798
80702,2015,4721
80702,2016,4646
80702,2017,4572
80702,2018,4499
80702,2019,4427
80702,2020,4356
80702,2021,4286
80702,2022,4218
80702,2023,4151
80702,2024,4084
80702,2025,4019
80702,2026,3955
80702,2027,3892
80702,2028,3829
80702,2029,3768
80702,2030,3708
80703,2013,939
80703,2014,932
80703,2015,926
80703,2016,920
80703,2017,914
80703,2018,908
80703,2019,902
80703,2020,896
80703,2021,890
80703,2022,884
80703,2023,878
80703,2024,872
80703,2025,867
80703,2026,861
80703,2027,855
80703,2028,849
80703,2029,844
80703,2030,838
80801,2013,11517
80801,2014,11659
80801,2015,11803
80801,2016,11949
80801,2017,12096
80801,2018,12245
80801,2019,12396
80801,2020,12549
80801,2021,12704
80801,2022,12860
80801,2023,13019
80801,2024,13180
80801,2025,13342
80801,2026,13507
80801,2027,13673
80801,2028,13842
80801,2029,14012
80801,2030,14185
80802,2013,6032
80802,2014,6099
80802,2015,6167
80802,2016,6236
80802,2017,6305
80802,2018,6375
80802,2019,6446
80802,2020,6518
80802,2021,6591
80802,2022,6665
80802,2023,6739
80802,2024,6814
80802,2025,6890
80802,2026,6967
80802,2027,7045
80802,2028,7123
80802,2029,7203
80802,2030,7283
80803,2013,4149
80803,2014,4187
80803,2015,4226
80803,2016,4265
80803,2017,4305
80803,2018,4345
80803,2019,4385
80803,2020,4425
80803,2021,4466
80803,2022,4508
80803,2023,4549
80803,2024,4591
80803,2025,4634
80803,2026,4677
80803,2027,4720
80803,2028,4764
80803,2029,4808
80803,2030,4852
90101,2013,49274
90101,2014,52477
90101,2015,55889
90101,2016,59522
90101,2017,63391
90101,2018,67511
90101,2019,71900
90101,2020,76573
90101,2021,81551
90101,2022,86852
90101,2023,92498
90101,2024,98510
90101,2025,104914
90101,2026,111733
90101,2027,118997
90101,2028,126732
90101,2029,134970
90101,2030,143743
90102,2013,8488
90102,2014,9064
90102,2015,9679
90102,2016,10336
90102,2017,11038
90102,2018,11787
90102,2019,12587
90102,2020,13442
90102,2021,14354
90102,2022,15329
90102,2023,16369
90102,2024,17480
90102,2025,18667
90102,2026,19934
90102,2027,21288
90102,2028,22733
90102,2029,24276
90102,2030,25924
90103,2013,2289
90103,2014,2411
90103,2015,2540
90103,2016,2676
90103,2017,2819
90103,2018,2969
90103,2019,3128
90103,2020,3295
90103,2021,3471
90103,2022,3656
90103,2023,3852
90103,2024,4057
90103,2025,4274
90103,2026,4502
90103,2027,4743
90103,2028,4996
90103,2029,5263
90103,2030,5544
90104,2013,4093
90104,2014,4286
90104,2015,4488
90104,2016,4699
90104,2017,4921
90104,2018,5153
90104,2019,5395
90104,2020,5650
90104,2021,5916
90104,2022,6194
90104,2023,6486
90104,2024,6792
90104,2025,7112
90104,2026,7447
90104,2027,7798
90104,2028,8165
90104,2029,8550
90104,2030,8953
90201,2013,6486
90201,2014,6743
90201,2015,7010
90201,2016,7287
90201,2017,7575
90201,2018,7875
90201,2019,8187
90201,2020,8511
90201,2021,8848
90201,2022,9198
90201,2023,9562
90201,2024,9941
90201,2025,10334
90201,2026,10743
90201,2027,11169
90201,2028,11611
90201,2029,12070
90201,2030,12548
90202,2013,3262
90202,2014,3558
90202,2015,3881
90202,2016,4233
90202,2017,4617
90202,2018,5035
90202,2019,5492
90202,2020,5990
90202,2021,6533
90202,2022,7126
90202,2023,7772
90202,2024,8477
90202,2025,9246
90202,2026,10085
90202,2027,10999
90202,2028,11997
90202,2029,13085
90202,2030,14272
90203,2013,6066
90203,2014,6393
90203,2015,6738
90203,2016,7101
90203,2017,7484
90203,2018,7888
90203,2019,8313
90203,2020,8761
90203,2021,9233
90203,2022,9731
90203,2023,10256
90203,2024,10809
90203,2025,11391
90203,2026,12006
90203,2027,12653
90203,2028,13335
90203,2029,14054
90203,2030,14812
90301,2013,8714
90301,2014,9306
90301,2015,9939
90301,2016,10614
90301,2017,11335
90301,2018,12105
90301,2019,12927
90301,2020,13805
90301,2021,14743
90301,2022,15745
90301,2023,16814
90301,2024,17956
90301,2025,19176
90301,2026,20479
90301,2027,21870
90301,2028,23356
90301,2029,24942
90301,2030,26637
90302,2013,8192
90302,2014,8769
90302,2015,9387
90302,2016,10049
90302,2017,10758
90302,2018,11517
90302,2019,12329
90302,2020,13198
90302,2021,14129
90302,2022,15125
90302,2023,16191
90302,2024,17333
90302,2025,18555
90302,2026,19863
90302,2027,21264
90302,2028,22763
90302,2029,24368
90302,2030,26087
90303,2013,9219
90303,2014,10292
90303,2015,11490
90303,2016,12827
90303,2017,14319
90303,2018,15986
90303,2019,17846
90303,2020,19923
90303,2021,22242
90303,2022,24830
90303,2023,27719
90303,2024,30945
90303,2025,34547
90303,2026,38567
90303,2027,43055
90303,2028,48066
90303,2029,53659
90303,2030,59904
90401,2013,2423
90401,2014,2452
90401,2015,2481
90401,2016,2511
90401,2017,2540
90401,2018,2570
90401,2019,2601
90401,2020,2632
90401,2021,2663
90401,2022,2694
90401,2023,2726
90401,2024,2759
90401,2025,2791
90401,2026,2825
90401,2027,2858
90401,2028,2892
90401,2029,2926
90401,2030,2961
90402,2013,1744
90402,2014,1839
90402,2015,1939
90402,2016,2044
90402,2017,2155
90402,2018,2273
90402,2019,2396
90402,2020,2526
90402,2021,2664
90402,2022,2809
90402,2023,2961
90402,2024,3122
90402,2025,3292
90402,2026,3471
90402,2027,3660
90402,2028,3859
90402,2029,4069
90402,2030,4290
90501,2013,2258
90501,2014,2465
90501,2015,2690
90501,2016,2937
90501,2017,3206
90501,2018,3500
90501,2019,3821
90501,2020,4171
90501,2021,4554
90501,2022,4971
90501,2023,5427
90501,2024,5924
90501,2025,6467
90501,2026,7060
90501,2027,7707
90501,2028,8414
90501,2029,9185
90501,2030,10027
90502,2013,3060
90502,2014,3343
90502,2015,3652
90502,2016,3990
90502,2017,4359
90502,2018,4762
90502,2019,5203
90502,2020,5684
90502,2021,6210
90502,2022,6784
90502,2023,7412
90502,2024,8098
90502,2025,8847
90502,2026,9665
90502,2027,10559
90502,2028,11535
90502,2029,12602
90502,2030,13768
90503,2013,2445
90503,2014,2760
90503,2015,3117
90503,2016,3519
90503,2017,3974
90503,2018,4487
90503,2019,5066
90503,2020,5720
90503,2021,6459
90503,2022,7293
90503,2023,8235
90503,2024,9298
90503,2025,10499
90503,2026,11854
90503,2027,13385
90503,2028,15114
90503,2029,17065
90503,2030,19269
